id_slug,tipo,ciclo_siglas,titulo,descripcion,entidad,modalidad,localidad,provincia,fecha_inicio,fecha_fin,estado,coste,certificacion,practicas,fuente_url,tags,prioridad,encaje_1_5,accion_sugerida,ultima_revision,notas
mp_cade_granada,instituto,MP,CADE Granada,"Centro de apoyo público para asesoramiento, formación y acompañamiento a proyectos empresariales.",Andalucía Emprende,presencial,Granada,Granada,,,activo,gratuito,según actividad,no,https://www.andaluciaemprende.es/CADE/cade-granada/,cade|emprendimiento|asesoramiento|granada,Media,4,Solicitar una cita para validar una propuesta de valor o campaña para un proyecto emprendedor.,2026-08-04,Confirmar horario y necesidad de cita previa.
mp_club_marketing_granada_entidad,instituto,MP,Club de Marketing de Granada,"Entidad profesional local para conectar con especialistas, agencias, responsables de marketing y empresas.",Club de Marketing de Granada,presencial y online,Granada,Granada,,,activo,consulta gratuita; asociación a revisar,no,no,https://clubmarketinggranada.org/,entidad_profesional|marketing|networking|granada,Media,5,Consultar próximas actividades y preparar un portfolio corto antes de asistir.,2026-08-04,La asistencia a determinados eventos puede exigir inscripción o asociación.
mp_aje_granada_entidad,instituto,MP,AJE Granada,"Entidad empresarial local que facilita contacto con pymes, emprendedores, premios y actividades de networking.",Asociación de Jóvenes Empresarios de Granada,presencial y online,Granada,Granada,,,activo,consulta gratuita; asociación a revisar,no,no,https://ajeandalucia.org/granada/,aje|pymes|emprendimiento|granada,Media,4,Usar su directorio y actividades para investigar necesidades de comunicación de empresas locales.,2026-08-04,Algunos servicios pueden estar reservados a socios.
mp_ugr_emprendedora,instituto,MP,UGR Emprendedora,"Recurso del ecosistema emprendedor granadino con formación, concursos, eventos y conexión con proyectos.",Universidad de Granada,presencial y online,Granada,Granada,,,activo,generalmente gratuito; revisar actividad,según actividad,no,https://ugremprendedora.ugr.es/,emprendimiento|eventos|proyectos|granada,Baja,4,Revisar actividades abiertas y usar los proyectos participantes como casos para practicar estrategia y pitch.,2026-08-04,Algunas convocatorias pueden estar limitadas a la comunidad universitaria.
mp_andalucia_nexus_lab,instituto,MP,Andalucía Nexus Lab,Recurso autonómico con contenidos y formación en marketing digital aplicados al turismo y los destinos.,Empresa Pública para la Gestión del Turismo y del Deporte de Andalucía,online y presencial,Málaga y Marbella,Málaga,,,activo,gratuito según programa,según programa,no,https://nexus.andalucia.org/es/lab/destino/marketing-digital/,turismo|marketing_digital|andalucia|formacion,Media,4,Revisar cursos y aplicar un caso de marketing de destino o negocio turístico andaluz.,2026-08-04,La elegibilidad puede depender del vínculo con el sector turístico.

mp_tourism_innovation_summit_2026,evento,MP,Tourism Innovation Summit 2026,Evento internacional de innovación y estrategias para turismo y hospitality.,Nebext / TIS,presencial,Sevilla,Sevilla,2026-10-06,2026-10-08,activo,no consta,no consta,no,https://www.tisglobalsummit.com/es/about-tis/,marketing turístico|customer experience|IA|datos|branding,Alta,5,"Revisar programa, fechas y condiciones de inscripcion.",2026-08-05,"Alcance: Provincial / autonómico | Estado original de la fuente: ""Fecha confirmada"". Importado 2026-08-06 desde AL_LIO_EVENTOS_HACKATHONES_ANDALUCIA_2026_2027_BASE_FASE1.json, marcado por la fuente como pendiente de revision antes de publicar. Sin competencias asignadas todavia."
mp_al_andalus_innovation_venture_2026,evento,MP,Al Andalus Innovation Venture 2026,"Foro para startups, scaleups, corporaciones e inversores.",Al Andalus Innovation Venture,presencial,Sevilla,Sevilla,2026-09-22,2026-09-23,activo,no consta,no consta,no,https://alandalusinnovation.com/,pitch|marca|ventas|inversión|comunicación,Alta,5,"Revisar programa, fechas y condiciones de inscripcion.",2026-08-05,"Alcance: Provincial / autonómico | Estado original de la fuente: ""Fecha confirmada"". Importado 2026-08-06 desde AL_LIO_EVENTOS_HACKATHONES_ANDALUCIA_2026_2027_BASE_FASE1.json, marcado por la fuente como pendiente de revision antes de publicar. Sin competencias asignadas todavia."
mp_agenda_emprende_marketing_digital,fuente_noticias,MP,Agenda Emprende — Marketing Digital,Talleres y jornadas públicas de marketing y comunicación para emprender.,Andalucía Emprende,híbrida,Varias localidades,Andalucía,,,activo,no consta,no consta,no,https://agendaemprende.andaluciaemprende.es/calendario/,marketing digital|redes sociales|ecommerce|contenidos,Alta,5,Revisar la fuente periodicamente para localizar convocatorias nuevas.,2026-08-05,"Alcance: Andalucía | Seguimiento: Buscar: marketing digital, redes sociales, ecommerce | Estado original de la fuente: ""Fuente activa para extraer eventos"". Importado 2026-08-06 desde AL_LIO_EVENTOS_HACKATHONES_ANDALUCIA_2026_2027_BASE_FASE1.json, marcado por la fuente como pendiente de revision antes de publicar. Sin competencias asignadas todavia."
mp_agenda_emprende_ventas_y_captacion_de_clientes,fuente_noticias,MP,Agenda Emprende — Ventas y captación de clientes,"Fuente para talleres de venta, captación y desarrollo comercial.",Andalucía Emprende,híbrida,Varias localidades,Andalucía,,,activo,no consta,no consta,no,https://agendaemprende.andaluciaemprende.es/calendario/,ventas|captación|clientes|networking|CRM,Alta,5,Revisar la fuente periodicamente para localizar convocatorias nuevas.,2026-08-05,"Alcance: Andalucía | Seguimiento: Buscar: ventas, captación, clientes, CRM | Estado original de la fuente: ""Fuente activa para extraer eventos"". Importado 2026-08-06 desde AL_LIO_EVENTOS_HACKATHONES_ANDALUCIA_2026_2027_BASE_FASE1.json, marcado por la fuente como pendiente de revision antes de publicar. Sin competencias asignadas todavia."
mp_agenda_de_internacionalizacion_y_marketing_de,fuente_noticias,MP,Agenda de internacionalización y marketing de Andalucía TRADE,"Misiones, jornadas y encuentros empresariales con enfoque comercial.",Andalucía TRADE,híbrida,Varias localidades,Andalucía,,,activo,no consta,no consta,no,https://www.andaluciatrade.es/eventos/,internacionalización|ecommerce|mercados|promoción|B2B,Alta,4,Revisar la fuente periodicamente para localizar convocatorias nuevas.,2026-08-05,"Alcance: Andalucía | Estado original de la fuente: ""Fuente activa para extraer eventos"". Importado 2026-08-06 desde AL_LIO_EVENTOS_HACKATHONES_ANDALUCIA_2026_2027_BASE_FASE1.json, marcado por la fuente como pendiente de revision antes de publicar. Sin competencias asignadas todavia."
mp_concurso_de_emprendimiento_universitario_ugr,evento,MP,Concurso de Emprendimiento Universitario UGR,"Concurso universitario para proyectos, startups y spin-offs.",Universidad de Granada,híbrida,Granada,Granada,,,pendiente_convocatoria,no consta,no consta,no,https://viceinnova.ugr.es/informacion/noticias/convocado-el-xiii-concurso-emprendimiento-universitario-2026,pitch|propuesta de valor|comunicación|mercado,Media,4,"Revisar programa, fechas y condiciones de inscripcion.",2026-08-05,"Alcance: Provincial / autonómico | Estado original de la fuente: ""Convocatoria 2027 pendiente"". Importado 2026-08-06 desde AL_LIO_EVENTOS_HACKATHONES_ANDALUCIA_2026_2027_BASE_FASE1.json, marcado por la fuente como pendiente de revision antes de publicar. Sin competencias asignadas todavia."
mp_agenda_link_by_uma_y_empleabilidad_emprendimiento,fuente_noticias,MP,Agenda Link by UMA y Empleabilidad/Emprendimiento,Eventos y programas de emprendimiento y empleabilidad de la UMA.,Universidad de Málaga,híbrida,Málaga,Málaga,,,activo,no consta,no consta,no,https://www.uma.es/micrositios/empleabilidad-emprendimiento/,emprendimiento|marca|pitch|empleo|networking,Alta,4,Revisar la fuente periodicamente para localizar convocatorias nuevas.,2026-08-05,"Alcance: Provincial / autonómico | Estado original de la fuente: ""Fuente activa para extraer eventos"". Importado 2026-08-06 desde AL_LIO_EVENTOS_HACKATHONES_ANDALUCIA_2026_2027_BASE_FASE1.json, marcado por la fuente como pendiente de revision antes de publicar. Sin competencias asignadas todavia."
mp_calendario_emprendeual,fuente_noticias,MP,Calendario EmprendeUAL,"Talleres de contenidos, redes, IA y desarrollo de proyectos.",Universidad de Almería,híbrida,Almería,Almería,,,activo,no consta,no consta,no,https://www.ual.es/emprendimiento/actividades,Instagram|marca|vídeo|IA|emprendimiento,Alta,4,Revisar la fuente periodicamente para localizar convocatorias nuevas.,2026-08-05,"Alcance: Provincial / autonómico | Estado original de la fuente: ""Fuente activa para extraer eventos"". Importado 2026-08-06 desde AL_LIO_EVENTOS_HACKATHONES_ANDALUCIA_2026_2027_BASE_FASE1.json, marcado por la fuente como pendiente de revision antes de publicar. Sin competencias asignadas todavia."
mp_agenda_de_la_universidad_de_cadiz,fuente_noticias,MP,Agenda de la Universidad de Cádiz,"Agenda oficial para detectar ferias, talleres y congresos relevantes.",Universidad de Cádiz,híbrida,Cádiz,Cádiz,,,activo,no consta,no consta,no,https://eventos.uca.es/,comunicación|empleo|innovación|empresa,Media,3,Revisar la fuente periodicamente para localizar convocatorias nuevas.,2026-08-05,"Alcance: Provincial / autonómico | Estado original de la fuente: ""Fuente activa para extraer eventos"". Importado 2026-08-06 desde AL_LIO_EVENTOS_HACKATHONES_ANDALUCIA_2026_2027_BASE_FASE1.json, marcado por la fuente como pendiente de revision antes de publicar. Sin competencias asignadas todavia."
mp_agenda_de_la_universidad_de_cordoba,fuente_noticias,MP,Agenda de la Universidad de Córdoba,Agenda oficial de jornadas y formación universitaria.,Universidad de Córdoba,híbrida,Córdoba,Córdoba,,,activo,no consta,no consta,no,https://eventos.uco.es/,empresa|comunicación|IA|empleabilidad,Media,3,Revisar la fuente periodicamente para localizar convocatorias nuevas.,2026-08-05,"Alcance: Provincial / autonómico | Estado original de la fuente: ""Fuente activa para extraer eventos"". Importado 2026-08-06 desde AL_LIO_EVENTOS_HACKATHONES_ANDALUCIA_2026_2027_BASE_FASE1.json, marcado por la fuente como pendiente de revision antes de publicar. Sin competencias asignadas todavia."
mp_agenda_de_la_universidad_de_jaen,fuente_noticias,MP,Agenda de la Universidad de Jaén,"Eventos universitarios de empleo, empresa e innovación.",Universidad de Jaén,híbrida,Jaén,Jaén,,,activo,no consta,no consta,no,https://eventos.ujaen.es/,feria empleo|comunicación|emprendimiento|networking,Media,3,Revisar la fuente periodicamente para localizar convocatorias nuevas.,2026-08-05,"Alcance: Provincial / autonómico | Estado original de la fuente: ""Fuente activa para extraer eventos"". Importado 2026-08-06 desde AL_LIO_EVENTOS_HACKATHONES_ANDALUCIA_2026_2027_BASE_FASE1.json, marcado por la fuente como pendiente de revision antes de publicar. Sin competencias asignadas todavia."
mp_programa_un_paso_adelante,evento,MP,Programa Un Paso Adelante,"Programa de formación, talleres y Foro de Empleo y Emprendimiento.",Universidad de Huelva,híbrida,Huelva,Huelva,,,revisar,no consta,no consta,no,https://www.uhu.es/empleo-emprendimiento/formacion-y-eventos/un-paso-adelante,marca personal|vídeo|empleo|comunicación|networking,Media,4,"Revisar programa, fechas y condiciones de inscripcion.",2026-08-05,"Alcance: Provincial / autonómico | Estado original de la fuente: ""Programa 2026 activo; revisar 2026/27"". Importado 2026-08-06 desde AL_LIO_EVENTOS_HACKATHONES_ANDALUCIA_2026_2027_BASE_FASE1.json, marcado por la fuente como pendiente de revision antes de publicar. Sin competencias asignadas todavia."
mp_feria_de_empleo_y_emprendimiento_upo_proxima_edicion,evento,MP,Feria de Empleo y Emprendimiento UPO — próxima edición,"Feria universitaria con empresas, ponencias y actividades.",Universidad Pablo de Olavide,híbrida,Dos Hermanas,Sevilla,,,pendiente_convocatoria,no consta,no consta,no,https://eventos.upo.es/agenda/show_event/147509/feria-de-empleo-y-emprendimiento-de-la-upo.html,empresas|talento|comunicación|empleabilidad,Alta,4,"Revisar programa, fechas y condiciones de inscripcion.",2026-08-05,"Alcance: Provincial / autonómico | Estado original de la fuente: ""Edición 2027 pendiente"". Importado 2026-08-06 desde AL_LIO_EVENTOS_HACKATHONES_ANDALUCIA_2026_2027_BASE_FASE1.json, marcado por la fuente como pendiente de revision antes de publicar. Sin competencias asignadas todavia."
mp_programas_de_emprendimiento_de_la_universidad_de,fuente_noticias,MP,Programas de emprendimiento de la Universidad de Sevilla,Programas y concursos para proyectos emprendedores.,Universidad de Sevilla,híbrida,Sevilla,Sevilla,,,activo,no consta,no consta,no,https://stce.us.es/programas/programas-emprendimiento,Explorer|Santander X|ideas|startups|pitch,Alta,4,Revisar la fuente periodicamente para localizar convocatorias nuevas.,2026-08-05,"Alcance: Provincial / autonómico | Estado original de la fuente: ""Fuente activa para 2026/27"". Importado 2026-08-06 desde AL_LIO_EVENTOS_HACKATHONES_ANDALUCIA_2026_2027_BASE_FASE1.json, marcado por la fuente como pendiente de revision antes de publicar. Sin competencias asignadas todavia."
mp_agenda_camara_de_comercio_de_cadiz,fuente_noticias,MP,Agenda Cámara de Comercio de Cádiz,"Agenda oficial de formación, promoción y talleres empresariales.",Cámara de Comercio de Cádiz,híbrida,Cádiz,Cádiz,,,activo,no consta,no consta,no,https://www.camaracadiz.com/,branding|storytelling|comercio|internacionalización,Alta,4,Revisar la fuente periodicamente para localizar convocatorias nuevas.,2026-08-05,"Alcance: Provincial / autonómico | Estado original de la fuente: ""Agenda activa"". Importado 2026-08-06 desde AL_LIO_EVENTOS_HACKATHONES_ANDALUCIA_2026_2027_BASE_FASE1.json, marcado por la fuente como pendiente de revision antes de publicar. Sin competencias asignadas todavia."
mp_agenda_y_actividades_camara_granada,fuente_noticias,MP,Agenda y actividades Cámara Granada,"Agenda de foros, talleres y encuentros empresariales.",Cámara de Comercio de Granada,híbrida,Granada,Granada,,,activo,no consta,no consta,no,https://www.camaragranada.org/subseccion/club-camara/agenda-y-actividades,marketing|precios|networking|directivos|ventas,Alta,4,Revisar la fuente periodicamente para localizar convocatorias nuevas.,2026-08-05,"Alcance: Provincial / autonómico | Estado original de la fuente: ""Agenda activa hasta final de 2026"". Importado 2026-08-06 desde AL_LIO_EVENTOS_HACKATHONES_ANDALUCIA_2026_2027_BASE_FASE1.json, marcado por la fuente como pendiente de revision antes de publicar. Sin competencias asignadas todavia."
mp_agenda_camara_de_comercio_de_malaga,fuente_noticias,MP,Agenda Cámara de Comercio de Málaga,Formación y eventos empresariales de la Cámara de Málaga.,Cámara de Comercio de Málaga,híbrida,Málaga,Málaga,,,activo,no consta,no consta,no,https://camaramalaga.com/,comercio|marketing|digitalización|networking,Alta,4,Revisar la fuente periodicamente para localizar convocatorias nuevas.,2026-08-05,"Alcance: Provincial / autonómico | Estado original de la fuente: ""Fuente activa para extraer eventos"". Importado 2026-08-06 desde AL_LIO_EVENTOS_HACKATHONES_ANDALUCIA_2026_2027_BASE_FASE1.json, marcado por la fuente como pendiente de revision antes de publicar. Sin competencias asignadas todavia."
mp_agenda_camara_de_comercio_de_sevilla,fuente_noticias,MP,Agenda Cámara de Comercio de Sevilla,"Agenda de jornadas, programas y encuentros empresariales.",Cámara de Comercio de Sevilla,híbrida,Sevilla,Sevilla,,,activo,no consta,no consta,no,https://camaradesevilla.com/,empresa|marketing|comercio|emprendimiento,Alta,4,Revisar la fuente periodicamente para localizar convocatorias nuevas.,2026-08-05,"Alcance: Provincial / autonómico | Estado original de la fuente: ""Fuente activa para extraer eventos"". Importado 2026-08-06 desde AL_LIO_EVENTOS_HACKATHONES_ANDALUCIA_2026_2027_BASE_FASE1.json, marcado por la fuente como pendiente de revision antes de publicar. Sin competencias asignadas todavia."
mp_agenda_camara_de_comercio_de_cordoba,fuente_noticias,MP,Agenda Cámara de Comercio de Córdoba,Fuente oficial de formación y eventos empresariales.,Cámara de Comercio de Córdoba,híbrida,Córdoba,Córdoba,,,activo,no consta,no consta,no,https://www.camaracordoba.com/,comercio|ventas|digitalización|empresa,Media,4,Revisar la fuente periodicamente para localizar convocatorias nuevas.,2026-08-05,"Alcance: Provincial / autonómico | Estado original de la fuente: ""Fuente activa para extraer eventos"". Importado 2026-08-06 desde AL_LIO_EVENTOS_HACKATHONES_ANDALUCIA_2026_2027_BASE_FASE1.json, marcado por la fuente como pendiente de revision antes de publicar. Sin competencias asignadas todavia."
mp_agenda_camara_de_comercio_de_almeria,fuente_noticias,MP,Agenda Cámara de Comercio de Almería,Fuente oficial de actividades empresariales y comerciales.,Cámara de Comercio de Almería,híbrida,Almería,Almería,,,activo,no consta,no consta,no,https://www.camaradealmeria.com/,marketing|comercio|turismo|internacionalización,Media,4,Revisar la fuente periodicamente para localizar convocatorias nuevas.,2026-08-05,"Alcance: Provincial / autonómico | Estado original de la fuente: ""Fuente activa para extraer eventos"". Importado 2026-08-06 desde AL_LIO_EVENTOS_HACKATHONES_ANDALUCIA_2026_2027_BASE_FASE1.json, marcado por la fuente como pendiente de revision antes de publicar. Sin competencias asignadas todavia."
mp_agenda_camara_de_comercio_de_huelva,fuente_noticias,MP,Agenda Cámara de Comercio de Huelva,Agenda y programas de apoyo empresarial en Huelva.,Cámara de Comercio de Huelva,híbrida,Huelva,Huelva,,,activo,no consta,no consta,no,https://www.camarahuelva.com/,empresa|comercio|ventas|networking,Media,4,Revisar la fuente periodicamente para localizar convocatorias nuevas.,2026-08-05,"Alcance: Provincial / autonómico | Estado original de la fuente: ""Fuente activa para extraer eventos"". Importado 2026-08-06 desde AL_LIO_EVENTOS_HACKATHONES_ANDALUCIA_2026_2027_BASE_FASE1.json, marcado por la fuente como pendiente de revision antes de publicar. Sin competencias asignadas todavia."
mp_agenda_camara_de_comercio_de_jaen,fuente_noticias,MP,Agenda Cámara de Comercio de Jaén,Fuente oficial de actividades empresariales de Jaén.,Cámara de Comercio de Jaén,híbrida,Jaén,Jaén,,,activo,no consta,no consta,no,https://www.camarajaen.org/,comercio|empresa|marketing|networking,Media,4,Revisar la fuente periodicamente para localizar convocatorias nuevas.,2026-08-05,"Alcance: Provincial / autonómico | Estado original de la fuente: ""Fuente activa para extraer eventos"". Importado 2026-08-06 desde AL_LIO_EVENTOS_HACKATHONES_ANDALUCIA_2026_2027_BASE_FASE1.json, marcado por la fuente como pendiente de revision antes de publicar. Sin competencias asignadas todavia."
mp_agenda_de_la_confederacion_de_empresarios_de_andalucia,fuente_noticias,MP,Agenda de la Confederación de Empresarios de Andalucía,Jornadas y encuentros del tejido empresarial andaluz.,CEA,híbrida,Varias localidades,Andalucía,,,activo,no consta,no consta,no,https://www.cea.es/agenda/,empresa|comunicación|digitalización|networking,Alta,4,Revisar la fuente periodicamente para localizar convocatorias nuevas.,2026-08-05,"Alcance: Andalucía | Estado original de la fuente: ""Fuente activa para extraer eventos"". Importado 2026-08-06 desde AL_LIO_EVENTOS_HACKATHONES_ANDALUCIA_2026_2027_BASE_FASE1.json, marcado por la fuente como pendiente de revision antes de publicar. Sin competencias asignadas todavia."
mp_eventos_del_club_de_marketing_malaga,comunidad,MP,Eventos del Club de Marketing Málaga,Eventos y encuentros de profesionales del marketing.,Club de Marketing Málaga,presencial,Málaga,Málaga,,,activo,no consta,no consta,no,https://clubmarketingmalaga.es/,marketing|estrategia|marca|ventas|networking,Alta,5,Unirse a la comunidad y seguir sus proximas actividades.,2026-08-05,"Alcance: Provincial / autonómico | Estado original de la fuente: ""Fuente activa para extraer eventos"". Importado 2026-08-06 desde AL_LIO_EVENTOS_HACKATHONES_ANDALUCIA_2026_2027_BASE_FASE1.json, marcado por la fuente como pendiente de revision antes de publicar. Sin competencias asignadas todavia."
mp_federacion_andaluza_de_marketing_agenda,comunidad,MP,Federación Andaluza de Marketing — agenda,Fuente sectorial para jornadas y eventos de marketing en Andalucía.,Federación Andaluza de Marketing,híbrida,Varias localidades,Andalucía,,,revisar,no consta,no consta,no,https://federacionandaluzademarketing.org/,marketing|asociaciones|profesionales|premios,Alta,5,Unirse a la comunidad y seguir sus proximas actividades.,2026-08-05,"Alcance: Andalucía | Estado original de la fuente: ""Fuente a monitorizar"". Importado 2026-08-06 desde AL_LIO_EVENTOS_HACKATHONES_ANDALUCIA_2026_2027_BASE_FASE1.json, marcado por la fuente como pendiente de revision antes de publicar. Sin competencias asignadas todavia."
mp_econgress_malaga_proxima_edicion,evento,MP,eCongress Málaga — próxima edición,"Congreso especializado en marketing digital, ecommerce y redes sociales.",eCongress Málaga,presencial,Málaga,Málaga,,,pendiente_convocatoria,no consta,no consta,no,https://e-congress.es/,marketing digital|ecommerce|redes|publicidad,Alta,5,"Revisar programa, fechas y condiciones de inscripcion.",2026-08-05,"Alcance: Provincial / autonómico | Estado original de la fuente: ""Edición 2027 pendiente"". Importado 2026-08-06 desde AL_LIO_EVENTOS_HACKATHONES_ANDALUCIA_2026_2027_BASE_FASE1.json, marcado por la fuente como pendiente de revision antes de publicar. Sin competencias asignadas todavia."
mp_andalucia_management_proxima_edicion,evento,MP,Andalucía Management — próxima edición,Encuentro de directivos y profesionales sobre gestión empresarial.,Andalucía Management,presencial,Málaga,Málaga,,,pendiente_convocatoria,no consta,no consta,no,https://andaluciamanagement.com/,dirección|marketing|estrategia|liderazgo|negocio,Alta,4,"Revisar programa, fechas y condiciones de inscripcion.",2026-08-05,"Alcance: Provincial / autonómico | Estado original de la fuente: ""Próxima edición pendiente"". Importado 2026-08-06 desde AL_LIO_EVENTOS_HACKATHONES_ANDALUCIA_2026_2027_BASE_FASE1.json, marcado por la fuente como pendiente de revision antes de publicar. Sin competencias asignadas todavia."
mp_alhambra_venture_edicion_2027,evento,MP,Alhambra Venture — edición 2027,Foro de emprendimiento e inversión con startups y corporaciones.,Alhambra Venture,presencial,Granada,Granada,,,pendiente_convocatoria,no consta,no consta,no,https://alhambraventure.com/,pitch|inversión|comunicación|propuesta de valor,Alta,5,"Revisar programa, fechas y condiciones de inscripcion.",2026-08-05,"Alcance: Provincial / autonómico | Estado original de la fuente: ""Edición 2027 pendiente"". Importado 2026-08-06 desde AL_LIO_EVENTOS_HACKATHONES_ANDALUCIA_2026_2027_BASE_FASE1.json, marcado por la fuente como pendiente de revision antes de publicar. Sin competencias asignadas todavia."
mp_digital_enterprise_show_proxima_edicion,evento,MP,Digital Enterprise Show — próxima edición,Tecnologías y estrategias de transformación digital empresarial.,Digital Enterprise Show,presencial,Málaga,Málaga,,,pendiente_convocatoria,no consta,no consta,no,https://www.des-show.com/,marketing tech|IA|datos|customer experience,Media,4,"Revisar programa, fechas y condiciones de inscripcion.",2026-08-05,"Alcance: Provincial / autonómico | Estado original de la fuente: ""Edición 2027 pendiente"". Importado 2026-08-06 desde AL_LIO_EVENTOS_HACKATHONES_ANDALUCIA_2026_2027_BASE_FASE1.json, marcado por la fuente como pendiente de revision antes de publicar. Sin competencias asignadas todavia."
mp_foro_transfiere_edicion_2027,evento,MP,Foro Transfiere — edición 2027,"Foro de transferencia, innovación, empresas y universidades.",FYCMA / Ayuntamiento de Málaga,presencial,Málaga,Málaga,,,revisar,no consta,no consta,no,https://transfiere.fycma.com/,innovación|startups|comunicación científica|negocio,Media,4,"Revisar programa, fechas y condiciones de inscripcion.",2026-08-05,"Alcance: Provincial / autonómico | Estado original de la fuente: ""Edición 2027 a monitorizar"". Importado 2026-08-06 desde AL_LIO_EVENTOS_HACKATHONES_ANDALUCIA_2026_2027_BASE_FASE1.json, marcado por la fuente como pendiente de revision antes de publicar. Sin competencias asignadas todavia."
