leccion_id,ruta_id,ruta_titulo,ruta_tipo,ciclo_siglas,orden_leccion,competencia_id,leccion_titulo,leccion_objetivo,video_titulo,canal,youtube_url,embed_url,inicio_segundos,fin_segundos,notas_habilitadas,notas_con_timestamp,guardar_progreso_segundos,boton_marcar_hecho,condicion_marcar_hecho,actividad_obligatoria,evidencia_minima,obligatoria_para_ruta,estado_embed,ultima_revision
tsaf_iad_material_adultos_mayores__tsaf-esp-001,tsaf_iad_material_adultos_mayores,Material didáctico de ejercicio para adultos y mayores,recurso,TSAF,4,TSAF-ESP-001,Adaptar actividad a personas mayores y colectivos diversos,"Seleccionar y adaptar tareas para personas adultas y mayores indicando objetivo, regresión y seguridad.",Videotutorial: tareas de actividad física para adultos y mayores,Instituto Andaluz del Deporte / Junta de Andalucía,https://www.youtube.com/watch?v=DTAz-DkU-FE,https://www.youtube-nocookie.com/embed/DTAz-DkU-FE?rel=0&enablejsapi=1&cc_load_policy=1,0,0,si,si,si,si,evidencia_entregada_y_criterio_superado,Identifica barreras y apoyos necesarios || Propone regresiones y control de fatiga || Mantiene participación y dignidad de la persona,Sesión adaptada para dos perfiles ficticios,no,revisar_automaticamente_antes_de_publicar,2026-08-04
tsaf_iad_material_adultos_mayores__tsaf-bas-005,tsaf_iad_material_adultos_mayores,Material didáctico de ejercicio para adultos y mayores,recurso,TSAF,5,TSAF-BAS-005,"Distinguir alcance profesional, derivación y consentimiento","Distinguir entrenamiento, derivación sanitaria y consentimiento.","PhysioWods: movilidad, fisiología, gestión y comunicación profesional",PhysioWods - Ana Galeote,https://www.youtube.com/playlist?list=PLU_3vrvW7HKenS14CstIF_H5fRvnBgi6z,https://www.youtube-nocookie.com/embed/videoseries?rel=0&enablejsapi=1&cc_load_policy=1&list=PLU_3vrvW7HKenS14CstIF_H5fRvnBgi6z&listType=playlist,0,0,si,si,si,si,evidencia_entregada_y_criterio_superado,"Diferencia entrenamiento, valoración funcional y diagnóstico clínico || Identifica cuándo detener y derivar || Usa un consentimiento sencillo para grabación o datos",Checklist de límites y consentimiento ficticio,no,revisar_automaticamente_antes_de_publicar,2026-08-04
tsaf_csd_estrategia_sedentarismo_2026__tsaf-bas-003,tsaf_csd_estrategia_sedentarismo_2026,Estrategia nacional contra el sedentarismo y la inactividad física,recurso,TSAF,1,TSAF-BAS-003,Comprender respuestas básicas al ejercicio,"Relacionar esfuerzo, respuesta fisiológica, recuperación y adaptaciones al ejercicio.",Fisiología del ejercicio — Parte II,Facultad de Ciencias Médicas,https://www.youtube.com/watch?v=ga88pqiForY,https://www.youtube-nocookie.com/embed/ga88pqiForY?rel=0&enablejsapi=1&cc_load_policy=1,0,0,si,si,si,si,evidencia_entregada_y_criterio_superado,Explica respuesta aguda y adaptación crónica || Calcula zonas orientativas sin presentarlas como diagnóstico || Reconoce señales para detener actividad y derivar,Resumen aplicado a tres perfiles ficticios,no,revisar_automaticamente_antes_de_publicar,2026-08-04
tsaf_csd_estrategia_sedentarismo_2026__tsaf-bas-005,tsaf_csd_estrategia_sedentarismo_2026,Estrategia nacional contra el sedentarismo y la inactividad física,recurso,TSAF,2,TSAF-BAS-005,"Distinguir alcance profesional, derivación y consentimiento","Distinguir entrenamiento, derivación sanitaria y consentimiento.","PhysioWods: movilidad, fisiología, gestión y comunicación profesional",PhysioWods - Ana Galeote,https://www.youtube.com/playlist?list=PLU_3vrvW7HKenS14CstIF_H5fRvnBgi6z,https://www.youtube-nocookie.com/embed/videoseries?rel=0&enablejsapi=1&cc_load_policy=1&list=PLU_3vrvW7HKenS14CstIF_H5fRvnBgi6z&listType=playlist,0,0,si,si,si,si,evidencia_entregada_y_criterio_superado,"Diferencia entrenamiento, valoración funcional y diagnóstico clínico || Identifica cuándo detener y derivar || Usa un consentimiento sencillo para grabación o datos",Checklist de límites y consentimiento ficticio,no,revisar_automaticamente_antes_de_publicar,2026-08-04
tsaf_oms_directrices_actividad_fisica__tsaf-bas-005,tsaf_oms_directrices_actividad_fisica,Directrices de actividad física y comportamiento sedentario,recurso,TSAF,1,TSAF-BAS-005,"Distinguir alcance profesional, derivación y consentimiento","Distinguir entrenamiento, derivación sanitaria y consentimiento.","PhysioWods: movilidad, fisiología, gestión y comunicación profesional",PhysioWods - Ana Galeote,https://www.youtube.com/playlist?list=PLU_3vrvW7HKenS14CstIF_H5fRvnBgi6z,https://www.youtube-nocookie.com/embed/videoseries?rel=0&enablejsapi=1&cc_load_policy=1&list=PLU_3vrvW7HKenS14CstIF_H5fRvnBgi6z&listType=playlist,0,0,si,si,si,si,evidencia_entregada_y_criterio_superado,"Diferencia entrenamiento, valoración funcional y diagnóstico clínico || Identifica cuándo detener y derivar || Usa un consentimiento sencillo para grabación o datos",Checklist de límites y consentimiento ficticio,no,revisar_automaticamente_antes_de_publicar,2026-08-04
tsaf_junta_buscador_fpe_deporte__tsaf-fit-001,tsaf_junta_buscador_fpe_deporte,Buscador andaluz de Formación Profesional para el Empleo,recurso,TSAF,1,TSAF-FIT-001,Seleccionar ejercicios y enseñar técnica,"Seleccionar ejercicios, explicar técnica y establecer progresiones.",Cómo programar el entrenamiento de fuerza,Fit Generation,https://www.youtube.com/watch?v=eAnc33YC0n8,https://www.youtube-nocookie.com/embed/eAnc33YC0n8?rel=0&enablejsapi=1&cc_load_policy=1,0,0,si,si,si,si,evidencia_entregada_y_criterio_superado,Demuestra técnica y errores frecuentes || Propone al menos una regresión y una progresión || Justifica selección según objetivo y seguridad,Biblioteca de 20 ejercicios con fichas,no,revisar_automaticamente_antes_de_publicar,2026-08-04
tsaf_junta_buscador_fpe_deporte__tsaf-emp-001,tsaf_junta_buscador_fpe_deporte,Buscador andaluz de Formación Profesional para el Empleo,recurso,TSAF,2,TSAF-EMP-001,Preparar candidatura profesional en fitness y deporte,"Preparar CV, certificados, planificaciones y evidencias compartibles.","Curso completo de Google Drive: organizar, compartir y colaborar",Carlos Cortés Academy,https://www.youtube.com/watch?v=xBaRjZUVSgc,https://www.youtube-nocookie.com/embed/xBaRjZUVSgc?rel=0&enablejsapi=1&cc_load_policy=1,0,0,si,si,si,si,evidencia_entregada_y_criterio_superado,CV adaptado a un puesto real || Portfolio con dos sesiones y una valoración ficticia || Matriz de requisitos y límites profesionales,"CV, portfolio y matriz de brechas",no,revisar_automaticamente_antes_de_publicar,2026-08-04
tsaf_junta_buscador_fpe_deporte__tsaf-aux-001,tsaf_junta_buscador_fpe_deporte,Buscador andaluz de Formación Profesional para el Empleo,recurso,TSAF,3,TSAF-AUX-001,Actuar ante una emergencia y activar ayuda,"Reconocer emergencia, proteger, alertar y actuar de forma inicial.",Reanimación cardiopulmonar y uso del DEA,Cruz Roja Española,https://www.youtube.com/watch?v=yUsVWNTQif8,https://www.youtube-nocookie.com/embed/yUsVWNTQif8?rel=0&enablejsapi=1&cc_load_policy=1,0,0,si,si,si,si,evidencia_entregada_y_criterio_superado,Protege la escena y evita riesgos añadidos || Activa ayuda con información completa || Mantiene actuación dentro de formación y protocolo,Simulación guiada de tres escenarios,no,revisar_automaticamente_antes_de_publicar,2026-08-04
tsaf_junta_buscador_fpe_deporte__tsaf-eng-001,tsaf_junta_buscador_fpe_deporte,Buscador andaluz de Formación Profesional para el Empleo,recurso,TSAF,4,TSAF-ENG-001,Comprender instrucciones y recursos profesionales en inglés,"Practicar escucha, glosario y resumen de instrucciones técnicas en inglés.",How to build a data layer,Android Developers,https://www.youtube.com/watch?v=P125nWICYps,https://www.youtube-nocookie.com/embed/P125nWICYps?rel=0&enablejsapi=1&cc_load_policy=1,0,0,si,si,si,si,evidencia_entregada_y_criterio_superado,Resume un protocolo en español || Da instrucciones básicas de ejercicio en inglés || Redacta un mensaje profesional breve,Ficha bilingüe de una sesión,no,revisar_automaticamente_antes_de_publicar,2026-08-04
tsaf_junta_buscador_fpe_deporte__tsaf-prj-001,tsaf_junta_buscador_fpe_deporte,Buscador andaluz de Formación Profesional para el Empleo,recurso,TSAF,5,TSAF-PRJ-001,Crear un programa integral de acondicionamiento físico,"Construir un programa integral con evaluación, progresión y revisión.",Cómo programar el entrenamiento de fuerza,Fit Generation,https://www.youtube.com/watch?v=eAnc33YC0n8,https://www.youtube-nocookie.com/embed/eAnc33YC0n8?rel=0&enablejsapi=1&cc_load_policy=1,0,0,si,si,si,si,evidencia_entregada_y_criterio_superado,"Define población, necesidad y límites || Programa sesiones y evaluación coherentes || Incluye seguridad, recursos, privacidad y calidad","Memoria, sesiones, instrumentos y presentación",no,revisar_automaticamente_antes_de_publicar,2026-08-04
tsaf_herramienta_kinovea__tsaf-bas-002,tsaf_herramienta_kinovea,Kinovea,herramienta,TSAF,1,TSAF-BAS-002,Reconocer anatomía y movimientos fundamentales,"Reconocer articulaciones, movimientos y función básica en tareas de ejercicio.","PhysioWods: movilidad, fisiología, gestión y comunicación profesional",PhysioWods - Ana Galeote,https://www.youtube.com/playlist?list=PLU_3vrvW7HKenS14CstIF_H5fRvnBgi6z,https://www.youtube-nocookie.com/embed/videoseries?rel=0&enablejsapi=1&cc_load_policy=1&list=PLU_3vrvW7HKenS14CstIF_H5fRvnBgi6z&listType=playlist,0,0,si,si,si,si,evidencia_entregada_y_criterio_superado,"Identifica articulaciones y grupos musculares en 10 ejercicios || Relaciona plano y eje con movimientos comunes || Distingue patrón de sentadilla, bisagra, empuje, tracción y locomoción",Ficha visual de 10 ejercicios,no,revisar_automaticamente_antes_de_publicar,2026-08-04
tsaf_herramienta_kinovea__tsaf-fit-001,tsaf_herramienta_kinovea,Kinovea,herramienta,TSAF,2,TSAF-FIT-001,Seleccionar ejercicios y enseñar técnica,"Seleccionar ejercicios, explicar técnica y establecer progresiones.",Cómo programar el entrenamiento de fuerza,Fit Generation,https://www.youtube.com/watch?v=eAnc33YC0n8,https://www.youtube-nocookie.com/embed/eAnc33YC0n8?rel=0&enablejsapi=1&cc_load_policy=1,0,0,si,si,si,si,evidencia_entregada_y_criterio_superado,Demuestra técnica y errores frecuentes || Propone al menos una regresión y una progresión || Justifica selección según objetivo y seguridad,Biblioteca de 20 ejercicios con fichas,no,revisar_automaticamente_antes_de_publicar,2026-08-04
tsaf_herramienta_kinovea__tsaf-bas-005,tsaf_herramienta_kinovea,Kinovea,herramienta,TSAF,3,TSAF-BAS-005,"Distinguir alcance profesional, derivación y consentimiento","Distinguir entrenamiento, derivación sanitaria y consentimiento.","PhysioWods: movilidad, fisiología, gestión y comunicación profesional",PhysioWods - Ana Galeote,https://www.youtube.com/playlist?list=PLU_3vrvW7HKenS14CstIF_H5fRvnBgi6z,https://www.youtube-nocookie.com/embed/videoseries?rel=0&enablejsapi=1&cc_load_policy=1&list=PLU_3vrvW7HKenS14CstIF_H5fRvnBgi6z&listType=playlist,0,0,si,si,si,si,evidencia_entregada_y_criterio_superado,"Diferencia entrenamiento, valoración funcional y diagnóstico clínico || Identifica cuándo detener y derivar || Usa un consentimiento sencillo para grabación o datos",Checklist de límites y consentimiento ficticio,no,revisar_automaticamente_antes_de_publicar,2026-08-04
tsaf_herramienta_trainingpeaks__tsaf-fit-002,tsaf_herramienta_trainingpeaks,TrainingPeaks para entrenadores,herramienta,TSAF,1,TSAF-FIT-002,"Programar fuerza, resistencia y movilidad","Programar carga, progresión y control de fuerza.",Cómo programar el entrenamiento de fuerza,Fit Generation,https://www.youtube.com/watch?v=eAnc33YC0n8,https://www.youtube-nocookie.com/embed/eAnc33YC0n8?rel=0&enablejsapi=1&cc_load_policy=1&start=85&end=3259,85,3259,si,si,si,si,evidencia_entregada_y_criterio_superado,"Formula objetivos medibles || Ajusta carga y volumen al nivel || Incluye progresión, recuperación y revisión",Programa de 8 semanas para caso ficticio,no,revisar_automaticamente_antes_de_publicar,2026-08-04
tsaf_herramienta_trainingpeaks__tsaf-val-002,tsaf_herramienta_trainingpeaks,TrainingPeaks para entrenadores,herramienta,TSAF,2,TSAF-VAL-002,Aplicar pruebas básicas de condición física,Seleccionar pruebas y registrar resultados de forma repetible.,Cómo programar el entrenamiento de fuerza,Fit Generation,https://www.youtube.com/watch?v=eAnc33YC0n8,https://www.youtube-nocookie.com/embed/eAnc33YC0n8?rel=0&enablejsapi=1&cc_load_policy=1,0,0,si,si,si,si,evidencia_entregada_y_criterio_superado,"Elige pruebas coherentes con objetivo y perfil || Estandariza calentamiento, material y registro || Interpreta resultados sin diagnosticar",Informe de batería de pruebas con datos ficticios o propios,no,revisar_automaticamente_antes_de_publicar,2026-08-04
tsaf_herramienta_trainingpeaks__tsaf-fit-003,tsaf_herramienta_trainingpeaks,TrainingPeaks para entrenadores,herramienta,TSAF,3,TSAF-FIT-003,Dirigir y adaptar una sesión individual,"Estructurar calentamiento, bloque principal, adaptaciones y vuelta a la calma.",Cómo programar el entrenamiento de fuerza,Fit Generation,https://www.youtube.com/watch?v=eAnc33YC0n8,https://www.youtube-nocookie.com/embed/eAnc33YC0n8?rel=0&enablejsapi=1&cc_load_policy=1,0,0,si,si,si,si,evidencia_entregada_y_criterio_superado,"Mantiene estructura y tiempo de sesión || Corrige sin saturar de consignas || Adapta ante fatiga, dolor declarado o material no disponible",Vídeo o registro de sesión completa,no,revisar_automaticamente_antes_de_publicar,2026-08-04
tsaf_herramienta_trainingpeaks__tsaf-dig-001,tsaf_herramienta_trainingpeaks,TrainingPeaks para entrenadores,herramienta,TSAF,4,TSAF-DIG-001,Usar tecnología y datos en seguimiento sin invadir privacidad,Analizar datos de seguimiento sin convertirlos en diagnóstico.,Curso completo de Excel,A2 Capacitación: Excel,https://www.youtube.com/watch?v=m8i4fMUCpK0,https://www.youtube-nocookie.com/embed/m8i4fMUCpK0?rel=0&enablejsapi=1&cc_load_policy=1&start=2107&end=3398,2107,3398,si,si,si,si,evidencia_entregada_y_criterio_superado,"Diferencia dato medido, estimado e inferido || Configura privacidad y minimización de datos || Justifica herramienta según objetivo y usuario",Comparativa de dos herramientas con protocolo de uso,no,revisar_automaticamente_antes_de_publicar,2026-08-04
tsaf_herramienta_trainingpeaks__tsaf-prj-001,tsaf_herramienta_trainingpeaks,TrainingPeaks para entrenadores,herramienta,TSAF,5,TSAF-PRJ-001,Crear un programa integral de acondicionamiento físico,"Construir un programa integral con evaluación, progresión y revisión.",Cómo programar el entrenamiento de fuerza,Fit Generation,https://www.youtube.com/watch?v=eAnc33YC0n8,https://www.youtube-nocookie.com/embed/eAnc33YC0n8?rel=0&enablejsapi=1&cc_load_policy=1,0,0,si,si,si,si,evidencia_entregada_y_criterio_superado,"Define población, necesidad y límites || Programa sesiones y evaluación coherentes || Incluye seguridad, recursos, privacidad y calidad","Memoria, sesiones, instrumentos y presentación",no,revisar_automaticamente_antes_de_publicar,2026-08-04
tsaf_herramienta_polar_flow__tsaf-bas-003,tsaf_herramienta_polar_flow,Polar Flow,herramienta,TSAF,1,TSAF-BAS-003,Comprender respuestas básicas al ejercicio,"Relacionar esfuerzo, respuesta fisiológica, recuperación y adaptaciones al ejercicio.",Fisiología del ejercicio — Parte II,Facultad de Ciencias Médicas,https://www.youtube.com/watch?v=ga88pqiForY,https://www.youtube-nocookie.com/embed/ga88pqiForY?rel=0&enablejsapi=1&cc_load_policy=1,0,0,si,si,si,si,evidencia_entregada_y_criterio_superado,Explica respuesta aguda y adaptación crónica || Calcula zonas orientativas sin presentarlas como diagnóstico || Reconoce señales para detener actividad y derivar,Resumen aplicado a tres perfiles ficticios,no,revisar_automaticamente_antes_de_publicar,2026-08-04
tsaf_herramienta_polar_flow__tsaf-val-003,tsaf_herramienta_polar_flow,Polar Flow,herramienta,TSAF,2,TSAF-VAL-003,Registrar y analizar evolución,Crear tablas dinámicas y gráficos de evolución.,Curso completo de Excel,A2 Capacitación: Excel,https://www.youtube.com/watch?v=m8i4fMUCpK0,https://www.youtube-nocookie.com/embed/m8i4fMUCpK0?rel=0&enablejsapi=1&cc_load_policy=1&start=2107&end=3398,2107,3398,si,si,si,si,evidencia_entregada_y_criterio_superado,"Calcula cambios y tendencias correctamente || Diferencia medición, interpretación y recomendación || Presenta datos comprensibles para la persona usuaria",Dashboard o informe de evolución,no,revisar_automaticamente_antes_de_publicar,2026-08-04
tsaf_herramienta_polar_flow__tsaf-fit-002,tsaf_herramienta_polar_flow,Polar Flow,herramienta,TSAF,3,TSAF-FIT-002,"Programar fuerza, resistencia y movilidad","Programar carga, progresión y control de fuerza.",Cómo programar el entrenamiento de fuerza,Fit Generation,https://www.youtube.com/watch?v=eAnc33YC0n8,https://www.youtube-nocookie.com/embed/eAnc33YC0n8?rel=0&enablejsapi=1&cc_load_policy=1&start=85&end=3259,85,3259,si,si,si,si,evidencia_entregada_y_criterio_superado,"Formula objetivos medibles || Ajusta carga y volumen al nivel || Incluye progresión, recuperación y revisión",Programa de 8 semanas para caso ficticio,no,revisar_automaticamente_antes_de_publicar,2026-08-04
tsaf_herramienta_polar_flow__tsaf-dig-001,tsaf_herramienta_polar_flow,Polar Flow,herramienta,TSAF,4,TSAF-DIG-001,Usar tecnología y datos en seguimiento sin invadir privacidad,Analizar datos de seguimiento sin convertirlos en diagnóstico.,Curso completo de Excel,A2 Capacitación: Excel,https://www.youtube.com/watch?v=m8i4fMUCpK0,https://www.youtube-nocookie.com/embed/m8i4fMUCpK0?rel=0&enablejsapi=1&cc_load_policy=1&start=2107&end=3398,2107,3398,si,si,si,si,evidencia_entregada_y_criterio_superado,"Diferencia dato medido, estimado e inferido || Configura privacidad y minimización de datos || Justifica herramienta según objetivo y usuario",Comparativa de dos herramientas con protocolo de uso,no,revisar_automaticamente_antes_de_publicar,2026-08-04
tsaf_herramienta_polar_flow__tsaf-bas-005,tsaf_herramienta_polar_flow,Polar Flow,herramienta,TSAF,5,TSAF-BAS-005,"Distinguir alcance profesional, derivación y consentimiento","Distinguir entrenamiento, derivación sanitaria y consentimiento.","PhysioWods: movilidad, fisiología, gestión y comunicación profesional",PhysioWods - Ana Galeote,https://www.youtube.com/playlist?list=PLU_3vrvW7HKenS14CstIF_H5fRvnBgi6z,https://www.youtube-nocookie.com/embed/videoseries?rel=0&enablejsapi=1&cc_load_policy=1&list=PLU_3vrvW7HKenS14CstIF_H5fRvnBgi6z&listType=playlist,0,0,si,si,si,si,evidencia_entregada_y_criterio_superado,"Diferencia entrenamiento, valoración funcional y diagnóstico clínico || Identifica cuándo detener y derivar || Usa un consentimiento sencillo para grabación o datos",Checklist de límites y consentimiento ficticio,no,revisar_automaticamente_antes_de_publicar,2026-08-04
tsaf_herramienta_garmin_connect__tsaf-dig-001,tsaf_herramienta_garmin_connect,Garmin Connect,herramienta,TSAF,1,TSAF-DIG-001,Usar tecnología y datos en seguimiento sin invadir privacidad,Analizar datos de seguimiento sin convertirlos en diagnóstico.,Curso completo de Excel,A2 Capacitación: Excel,https://www.youtube.com/watch?v=m8i4fMUCpK0,https://www.youtube-nocookie.com/embed/m8i4fMUCpK0?rel=0&enablejsapi=1&cc_load_policy=1&start=2107&end=3398,2107,3398,si,si,si,si,evidencia_entregada_y_criterio_superado,"Diferencia dato medido, estimado e inferido || Configura privacidad y minimización de datos || Justifica herramienta según objetivo y usuario",Comparativa de dos herramientas con protocolo de uso,no,revisar_automaticamente_antes_de_publicar,2026-08-04
tsaf_herramienta_garmin_connect__tsaf-bas-001,tsaf_herramienta_garmin_connect,Garmin Connect,herramienta,TSAF,2,TSAF-BAS-001,"Organizar archivos, formularios y hojas de cálculo","Crear fichas, registros y tablas para sesiones y usuarios.",Curso completo de Excel,A2 Capacitación: Excel,https://www.youtube.com/watch?v=m8i4fMUCpK0,https://www.youtube-nocookie.com/embed/m8i4fMUCpK0?rel=0&enablejsapi=1&cc_load_policy=1&end=2107,0,2107,si,si,si,si,evidencia_entregada_y_criterio_superado,Crea una estructura de carpetas por usuario y programa ficticio || Registra datos en una hoja sin duplicados || Explica cómo protege y elimina información sensible,Plantilla organizada con datos ficticios,no,revisar_automaticamente_antes_de_publicar,2026-08-04
tsaf_herramienta_garmin_connect__tsaf-bas-003,tsaf_herramienta_garmin_connect,Garmin Connect,herramienta,TSAF,3,TSAF-BAS-003,Comprender respuestas básicas al ejercicio,"Relacionar esfuerzo, respuesta fisiológica, recuperación y adaptaciones al ejercicio.",Fisiología del ejercicio — Parte II,Facultad de Ciencias Médicas,https://www.youtube.com/watch?v=ga88pqiForY,https://www.youtube-nocookie.com/embed/ga88pqiForY?rel=0&enablejsapi=1&cc_load_policy=1,0,0,si,si,si,si,evidencia_entregada_y_criterio_superado,Explica respuesta aguda y adaptación crónica || Calcula zonas orientativas sin presentarlas como diagnóstico || Reconoce señales para detener actividad y derivar,Resumen aplicado a tres perfiles ficticios,no,revisar_automaticamente_antes_de_publicar,2026-08-04
tsaf_herramienta_garmin_connect__tsaf-val-003,tsaf_herramienta_garmin_connect,Garmin Connect,herramienta,TSAF,4,TSAF-VAL-003,Registrar y analizar evolución,Crear tablas dinámicas y gráficos de evolución.,Curso completo de Excel,A2 Capacitación: Excel,https://www.youtube.com/watch?v=m8i4fMUCpK0,https://www.youtube-nocookie.com/embed/m8i4fMUCpK0?rel=0&enablejsapi=1&cc_load_policy=1&start=2107&end=3398,2107,3398,si,si,si,si,evidencia_entregada_y_criterio_superado,"Calcula cambios y tendencias correctamente || Diferencia medición, interpretación y recomendación || Presenta datos comprensibles para la persona usuaria",Dashboard o informe de evolución,no,revisar_automaticamente_antes_de_publicar,2026-08-04
tsaf_herramienta_garmin_connect__tsaf-bas-005,tsaf_herramienta_garmin_connect,Garmin Connect,herramienta,TSAF,5,TSAF-BAS-005,"Distinguir alcance profesional, derivación y consentimiento","Distinguir entrenamiento, derivación sanitaria y consentimiento.","PhysioWods: movilidad, fisiología, gestión y comunicación profesional",PhysioWods - Ana Galeote,https://www.youtube.com/playlist?list=PLU_3vrvW7HKenS14CstIF_H5fRvnBgi6z,https://www.youtube-nocookie.com/embed/videoseries?rel=0&enablejsapi=1&cc_load_policy=1&list=PLU_3vrvW7HKenS14CstIF_H5fRvnBgi6z&listType=playlist,0,0,si,si,si,si,evidencia_entregada_y_criterio_superado,"Diferencia entrenamiento, valoración funcional y diagnóstico clínico || Identifica cuándo detener y derivar || Usa un consentimiento sencillo para grabación o datos",Checklist de límites y consentimiento ficticio,no,revisar_automaticamente_antes_de_publicar,2026-08-04
tsaf_herramienta_strava__tsaf-val-001,tsaf_herramienta_strava,Strava,herramienta,TSAF,1,TSAF-VAL-001,Realizar entrevista inicial y cribado básico,Crear un cuestionario inicial con consentimiento y preguntas pertinentes.,Google Forms: crear encuestas y analizar respuestas,GCFAprendeLibre,https://www.youtube.com/watch?v=szlGX3MseWc,https://www.youtube-nocookie.com/embed/szlGX3MseWc?rel=0&enablejsapi=1&cc_load_policy=1,0,0,si,si,si,si,evidencia_entregada_y_criterio_superado,Formula preguntas relevantes sin convertirlas en historia clínica || Identifica riesgos y contraindicaciones declaradas || Documenta consentimiento y límites,Formulario inicial ficticio y decisión razonada,no,revisar_automaticamente_antes_de_publicar,2026-08-04
tsaf_herramienta_strava__tsaf-bas-005,tsaf_herramienta_strava,Strava,herramienta,TSAF,2,TSAF-BAS-005,"Distinguir alcance profesional, derivación y consentimiento","Distinguir entrenamiento, derivación sanitaria y consentimiento.","PhysioWods: movilidad, fisiología, gestión y comunicación profesional",PhysioWods - Ana Galeote,https://www.youtube.com/playlist?list=PLU_3vrvW7HKenS14CstIF_H5fRvnBgi6z,https://www.youtube-nocookie.com/embed/videoseries?rel=0&enablejsapi=1&cc_load_policy=1&list=PLU_3vrvW7HKenS14CstIF_H5fRvnBgi6z&listType=playlist,0,0,si,si,si,si,evidencia_entregada_y_criterio_superado,"Diferencia entrenamiento, valoración funcional y diagnóstico clínico || Identifica cuándo detener y derivar || Usa un consentimiento sencillo para grabación o datos",Checklist de límites y consentimiento ficticio,no,revisar_automaticamente_antes_de_publicar,2026-08-04
tsaf_herramienta_trainerize__tsaf-val-003,tsaf_herramienta_trainerize,ABC Trainerize,herramienta,TSAF,1,TSAF-VAL-003,Registrar y analizar evolución,Crear tablas dinámicas y gráficos de evolución.,Curso completo de Excel,A2 Capacitación: Excel,https://www.youtube.com/watch?v=m8i4fMUCpK0,https://www.youtube-nocookie.com/embed/m8i4fMUCpK0?rel=0&enablejsapi=1&cc_load_policy=1&start=2107&end=3398,2107,3398,si,si,si,si,evidencia_entregada_y_criterio_superado,"Calcula cambios y tendencias correctamente || Diferencia medición, interpretación y recomendación || Presenta datos comprensibles para la persona usuaria",Dashboard o informe de evolución,no,revisar_automaticamente_antes_de_publicar,2026-08-04
tsaf_herramienta_trainerize__tsaf-fit-003,tsaf_herramienta_trainerize,ABC Trainerize,herramienta,TSAF,2,TSAF-FIT-003,Dirigir y adaptar una sesión individual,"Estructurar calentamiento, bloque principal, adaptaciones y vuelta a la calma.",Cómo programar el entrenamiento de fuerza,Fit Generation,https://www.youtube.com/watch?v=eAnc33YC0n8,https://www.youtube-nocookie.com/embed/eAnc33YC0n8?rel=0&enablejsapi=1&cc_load_policy=1,0,0,si,si,si,si,evidencia_entregada_y_criterio_superado,"Mantiene estructura y tiempo de sesión || Corrige sin saturar de consignas || Adapta ante fatiga, dolor declarado o material no disponible",Vídeo o registro de sesión completa,no,revisar_automaticamente_antes_de_publicar,2026-08-04
tsaf_herramienta_trainerize__tsaf-bas-005,tsaf_herramienta_trainerize,ABC Trainerize,herramienta,TSAF,3,TSAF-BAS-005,"Distinguir alcance profesional, derivación y consentimiento","Distinguir entrenamiento, derivación sanitaria y consentimiento.","PhysioWods: movilidad, fisiología, gestión y comunicación profesional",PhysioWods - Ana Galeote,https://www.youtube.com/playlist?list=PLU_3vrvW7HKenS14CstIF_H5fRvnBgi6z,https://www.youtube-nocookie.com/embed/videoseries?rel=0&enablejsapi=1&cc_load_policy=1&list=PLU_3vrvW7HKenS14CstIF_H5fRvnBgi6z&listType=playlist,0,0,si,si,si,si,evidencia_entregada_y_criterio_superado,"Diferencia entrenamiento, valoración funcional y diagnóstico clínico || Identifica cuándo detener y derivar || Usa un consentimiento sencillo para grabación o datos",Checklist de límites y consentimiento ficticio,no,revisar_automaticamente_antes_de_publicar,2026-08-04
tsaf_herramienta_hexfit__tsaf-fit-002,tsaf_herramienta_hexfit,Hexfit,herramienta,TSAF,1,TSAF-FIT-002,"Programar fuerza, resistencia y movilidad","Programar carga, progresión y control de fuerza.",Cómo programar el entrenamiento de fuerza,Fit Generation,https://www.youtube.com/watch?v=eAnc33YC0n8,https://www.youtube-nocookie.com/embed/eAnc33YC0n8?rel=0&enablejsapi=1&cc_load_policy=1&start=85&end=3259,85,3259,si,si,si,si,evidencia_entregada_y_criterio_superado,"Formula objetivos medibles || Ajusta carga y volumen al nivel || Incluye progresión, recuperación y revisión",Programa de 8 semanas para caso ficticio,no,revisar_automaticamente_antes_de_publicar,2026-08-04
tsaf_herramienta_hexfit__tsaf-bas-005,tsaf_herramienta_hexfit,Hexfit,herramienta,TSAF,2,TSAF-BAS-005,"Distinguir alcance profesional, derivación y consentimiento","Distinguir entrenamiento, derivación sanitaria y consentimiento.","PhysioWods: movilidad, fisiología, gestión y comunicación profesional",PhysioWods - Ana Galeote,https://www.youtube.com/playlist?list=PLU_3vrvW7HKenS14CstIF_H5fRvnBgi6z,https://www.youtube-nocookie.com/embed/videoseries?rel=0&enablejsapi=1&cc_load_policy=1&list=PLU_3vrvW7HKenS14CstIF_H5fRvnBgi6z&listType=playlist,0,0,si,si,si,si,evidencia_entregada_y_criterio_superado,"Diferencia entrenamiento, valoración funcional y diagnóstico clínico || Identifica cuándo detener y derivar || Usa un consentimiento sencillo para grabación o datos",Checklist de límites y consentimiento ficticio,no,revisar_automaticamente_antes_de_publicar,2026-08-04
