ciclo_siglas,competencia_origen_id,competencia_destino_id,tipo_relacion,obligatoria,motivo,ultima_revision
MP,MP-BAS-004,MP-POL-001,prerrequisito,sí,"Evaluar fuentes y diferenciar dato, opinión e hipótesis debe dominarse antes de Analizar mercado, competencia y situación.",2026-08-04
MP,MP-BAS-005,MP-POL-001,prerrequisito,sí,"Comprender cliente, problema y modelo de negocio debe dominarse antes de Analizar mercado, competencia y situación.",2026-08-04
MP,MP-POL-001,MP-POL-002,prerrequisito,sí,"Analizar mercado, competencia y situación debe dominarse antes de Definir segmentación, posicionamiento y propuesta.",2026-08-04
MP,MP-POL-002,MP-POL-003,prerrequisito,sí,"Definir segmentación, posicionamiento y propuesta debe dominarse antes de Construir un plan de marketing medible.",2026-08-04
MP,MP-FIN-001,MP-POL-003,prerrequisito,sí,"Interpretar costes, presupuestos y viabilidad debe dominarse antes de Construir un plan de marketing medible.",2026-08-04
MP,MP-BAS-004,MP-INV-001,prerrequisito,sí,"Evaluar fuentes y diferenciar dato, opinión e hipótesis debe dominarse antes de Diseñar una investigación de mercado.",2026-08-04
MP,MP-POL-001,MP-INV-001,prerrequisito,sí,"Analizar mercado, competencia y situación debe dominarse antes de Diseñar una investigación de mercado.",2026-08-04
MP,MP-INV-001,MP-INV-002,prerrequisito,sí,Diseñar una investigación de mercado debe dominarse antes de Diseñar cuestionarios y muestras.,2026-08-04
MP,MP-INV-002,MP-CAM-001,prerrequisito,sí,Diseñar cuestionarios y muestras debe dominarse antes de Planificar y controlar trabajo de campo.,2026-08-04
MP,MP-INV-002,MP-DAT-001,prerrequisito,sí,"Diseñar cuestionarios y muestras debe dominarse antes de Limpiar, analizar y visualizar datos.",2026-08-04
MP,MP-BAS-003,MP-DAT-001,prerrequisito,sí,"Calcular porcentajes, costes y métricas básicas debe dominarse antes de Limpiar, analizar y visualizar datos.",2026-08-04
MP,MP-BAS-002,MP-CLI-001,prerrequisito,sí,"Redactar mensajes claros y orientados a una acción debe dominarse antes de Atender consultas, quejas y reclamaciones.",2026-08-04
MP,MP-CLI-001,MP-CRM-001,prerrequisito,sí,"Atender consultas, quejas y reclamaciones debe dominarse antes de Gestionar contactos, leads y consentimiento en CRM.",2026-08-04
MP,MP-BAS-001,MP-CRM-001,prerrequisito,sí,"Organizar archivos, cuentas y activos de una campaña debe dominarse antes de Gestionar contactos, leads y consentimiento en CRM.",2026-08-04
MP,MP-POL-003,MP-DIG-001,prerrequisito,sí,Construir un plan de marketing medible debe dominarse antes de Planificar presencia web y conversión.,2026-08-04
MP,MP-BAS-001,MP-DIG-001,prerrequisito,sí,"Organizar archivos, cuentas y activos de una campaña debe dominarse antes de Planificar presencia web y conversión.",2026-08-04
MP,MP-DIG-001,MP-DIG-002,prerrequisito,sí,Planificar presencia web y conversión debe dominarse antes de Aplicar SEO y estrategia de contenidos.,2026-08-04
MP,MP-POL-002,MP-DIG-002,prerrequisito,sí,"Definir segmentación, posicionamiento y propuesta debe dominarse antes de Aplicar SEO y estrategia de contenidos.",2026-08-04
MP,MP-CRM-001,MP-DIG-003,prerrequisito,sí,"Gestionar contactos, leads y consentimiento en CRM debe dominarse antes de Diseñar email marketing y automatizaciones.",2026-08-04
MP,MP-BAS-002,MP-DIG-003,prerrequisito,sí,Redactar mensajes claros y orientados a una acción debe dominarse antes de Diseñar email marketing y automatizaciones.,2026-08-04
MP,MP-POL-003,MP-DIG-004,prerrequisito,sí,Construir un plan de marketing medible debe dominarse antes de Planificar publicidad digital.,2026-08-04
MP,MP-FIN-002,MP-DIG-004,prerrequisito,sí,Evaluar inversión y retorno de marketing debe dominarse antes de Planificar publicidad digital.,2026-08-04
MP,MP-DIG-001,MP-DIG-005,prerrequisito,sí,"Planificar presencia web y conversión debe dominarse antes de Medir adquisición, conversión y rendimiento.",2026-08-04
MP,MP-DAT-001,MP-DIG-005,prerrequisito,sí,"Limpiar, analizar y visualizar datos debe dominarse antes de Medir adquisición, conversión y rendimiento.",2026-08-04
MP,MP-BAS-002,MP-DIS-001,prerrequisito,sí,Redactar mensajes claros y orientados a una acción debe dominarse antes de Crear identidad visual y piezas coherentes.,2026-08-04
MP,MP-DIS-001,MP-DIS-002,prerrequisito,sí,Crear identidad visual y piezas coherentes debe dominarse antes de Producir contenido audiovisual breve.,2026-08-04
MP,MP-BAS-002,MP-DIS-002,prerrequisito,sí,Redactar mensajes claros y orientados a una acción debe dominarse antes de Producir contenido audiovisual breve.,2026-08-04
MP,MP-POL-003,MP-MED-001,prerrequisito,sí,Construir un plan de marketing medible debe dominarse antes de Construir un plan de medios.,2026-08-04
MP,MP-FIN-001,MP-MED-001,prerrequisito,sí,"Interpretar costes, presupuestos y viabilidad debe dominarse antes de Construir un plan de medios.",2026-08-04
MP,MP-POL-002,MP-RRPP-001,prerrequisito,sí,"Definir segmentación, posicionamiento y propuesta debe dominarse antes de Planificar relaciones públicas y comunicación institucional.",2026-08-04
MP,MP-BAS-002,MP-RRPP-001,prerrequisito,sí,Redactar mensajes claros y orientados a una acción debe dominarse antes de Planificar relaciones públicas y comunicación institucional.,2026-08-04
MP,MP-RRPP-001,MP-EVT-001,prerrequisito,sí,Planificar relaciones públicas y comunicación institucional debe dominarse antes de Diseñar y evaluar un evento de marketing.,2026-08-04
MP,MP-FIN-001,MP-EVT-001,prerrequisito,sí,"Interpretar costes, presupuestos y viabilidad debe dominarse antes de Diseñar y evaluar un evento de marketing.",2026-08-04
MP,MP-POL-003,MP-LAN-001,prerrequisito,sí,Construir un plan de marketing medible debe dominarse antes de Preparar el lanzamiento de un producto o servicio.,2026-08-04
MP,MP-DIG-004,MP-LAN-001,prerrequisito,sí,Planificar publicidad digital debe dominarse antes de Preparar el lanzamiento de un producto o servicio.,2026-08-04
MP,MP-MED-001,MP-LAN-001,prerrequisito,sí,Construir un plan de medios debe dominarse antes de Preparar el lanzamiento de un producto o servicio.,2026-08-04
MP,MP-BAS-004,MP-LEG-001,prerrequisito,sí,"Evaluar fuentes y diferenciar dato, opinión e hipótesis debe dominarse antes de Aplicar privacidad, propiedad intelectual y publicidad responsable.",2026-08-04
MP,MP-CRM-001,MP-DIGI-001,prerrequisito,sí,"Gestionar contactos, leads y consentimiento en CRM debe dominarse antes de Automatizar procesos de marketing con control.",2026-08-04
MP,MP-DIG-005,MP-DIGI-001,prerrequisito,sí,"Medir adquisición, conversión y rendimiento debe dominarse antes de Automatizar procesos de marketing con control.",2026-08-04
MP,MP-BAS-002,MP-ENG-001,prerrequisito,sí,Redactar mensajes claros y orientados a una acción debe dominarse antes de Trabajar con briefs y comunicación de marketing en inglés.,2026-08-04
MP,MP-DAT-001,MP-EMP-001,prerrequisito,sí,"Limpiar, analizar y visualizar datos debe dominarse antes de Construir portfolio y candidatura de marketing.",2026-08-04
MP,MP-DIS-001,MP-EMP-001,prerrequisito,sí,Crear identidad visual y piezas coherentes debe dominarse antes de Construir portfolio y candidatura de marketing.,2026-08-04
MP,MP-POL-003,MP-EMP-001,prerrequisito,sí,Construir un plan de marketing medible debe dominarse antes de Construir portfolio y candidatura de marketing.,2026-08-04
MP,MP-POL-003,MP-PRJ-001,prerrequisito,sí,Construir un plan de marketing medible debe dominarse antes de Crear una campaña integrada de principio a fin.,2026-08-04
MP,MP-DAT-001,MP-PRJ-001,prerrequisito,sí,"Limpiar, analizar y visualizar datos debe dominarse antes de Crear una campaña integrada de principio a fin.",2026-08-04
MP,MP-DIG-005,MP-PRJ-001,prerrequisito,sí,"Medir adquisición, conversión y rendimiento debe dominarse antes de Crear una campaña integrada de principio a fin.",2026-08-04
MP,MP-DIS-001,MP-PRJ-001,prerrequisito,sí,Crear identidad visual y piezas coherentes debe dominarse antes de Crear una campaña integrada de principio a fin.,2026-08-04
MP,MP-LEG-001,MP-PRJ-001,prerrequisito,sí,"Aplicar privacidad, propiedad intelectual y publicidad responsable debe dominarse antes de Crear una campaña integrada de principio a fin.",2026-08-04
MP,MP-PRJ-001,MP-PRJ-002,prerrequisito,sí,Crear una campaña integrada de principio a fin debe dominarse antes de Presentar y defender una propuesta.,2026-08-04
MP,MP-EMP-001,MP-PRJ-002,prerrequisito,sí,Construir portfolio y candidatura de marketing debe dominarse antes de Presentar y defender una propuesta.,2026-08-04
AF,AF-BAS-001,AF-BAS-005,prerrequisito,sí,"Organizar archivos y documentación administrativa debe dominarse antes de Proteger datos, credenciales y documentación.",2026-08-04
AF,AF-BAS-004,AF-JUR-001,prerrequisito,sí,Redactar correos y comunicaciones profesionales debe dominarse antes de Distinguir formas jurídicas y órganos de la empresa.,2026-08-04
AF,AF-JUR-001,AF-JUR-002,prerrequisito,sí,Distinguir formas jurídicas y órganos de la empresa debe dominarse antes de Preparar trámites de constitución y documentación oficial.,2026-08-04
AF,AF-BAS-001,AF-JUR-002,prerrequisito,sí,Organizar archivos y documentación administrativa debe dominarse antes de Preparar trámites de constitución y documentación oficial.,2026-08-04
AF,AF-BAS-004,AF-RRHH-001,prerrequisito,sí,"Redactar correos y comunicaciones profesionales debe dominarse antes de Analizar organización, puestos y selección.",2026-08-04
AF,AF-RRHH-001,AF-RRHH-002,prerrequisito,sí,"Analizar organización, puestos y selección debe dominarse antes de Aplicar responsabilidad social, igualdad y protección.",2026-08-04
AF,AF-BAS-005,AF-RRHH-002,prerrequisito,sí,"Proteger datos, credenciales y documentación debe dominarse antes de Aplicar responsabilidad social, igualdad y protección.",2026-08-04
AF,AF-BAS-002,AF-OFI-001,prerrequisito,sí,Escribir con precisión y usar funciones básicas de Office debe dominarse antes de Crear documentos administrativos mediante estilos y plantillas.,2026-08-04
AF,AF-BAS-003,AF-OFI-002,prerrequisito,sí,"Operar con porcentajes, reglas de tres e importes debe dominarse antes de Usar Excel para gestión administrativa.",2026-08-04
AF,AF-BAS-002,AF-OFI-002,prerrequisito,sí,Escribir con precisión y usar funciones básicas de Office debe dominarse antes de Usar Excel para gestión administrativa.,2026-08-04
AF,AF-OFI-002,AF-OFI-003,prerrequisito,sí,Usar Excel para gestión administrativa debe dominarse antes de Automatizar limpieza y consolidación de datos.,2026-08-04
AF,AF-BAS-003,AF-COM-001,prerrequisito,sí,"Operar con porcentajes, reglas de tres e importes debe dominarse antes de Gestionar compras, ventas, facturas y cobros.",2026-08-04
AF,AF-BAS-001,AF-COM-001,prerrequisito,sí,"Organizar archivos y documentación administrativa debe dominarse antes de Gestionar compras, ventas, facturas y cobros.",2026-08-04
AF,AF-COM-001,AF-COM-002,prerrequisito,sí,"Gestionar compras, ventas, facturas y cobros debe dominarse antes de Registrar el ciclo contable básico.",2026-08-04
AF,AF-BAS-004,AF-CLI-001,prerrequisito,sí,"Redactar correos y comunicaciones profesionales debe dominarse antes de Atender y registrar consultas, quejas y reclamaciones.",2026-08-04
AF,AF-CLI-001,AF-CLI-002,prerrequisito,sí,"Atender y registrar consultas, quejas y reclamaciones debe dominarse antes de Gestionar comunicaciones y archivo multicanal.",2026-08-04
AF,AF-BAS-001,AF-CLI-002,prerrequisito,sí,Organizar archivos y documentación administrativa debe dominarse antes de Gestionar comunicaciones y archivo multicanal.,2026-08-04
AF,AF-BAS-005,AF-CLI-002,prerrequisito,sí,"Proteger datos, credenciales y documentación debe dominarse antes de Gestionar comunicaciones y archivo multicanal.",2026-08-04
AF,AF-RRHH-001,AF-LAB-001,prerrequisito,sí,"Analizar organización, puestos y selección debe dominarse antes de Interpretar contratos, jornada y documentación laboral.",2026-08-04
AF,AF-JUR-002,AF-LAB-001,prerrequisito,sí,"Preparar trámites de constitución y documentación oficial debe dominarse antes de Interpretar contratos, jornada y documentación laboral.",2026-08-04
AF,AF-LAB-001,AF-LAB-002,prerrequisito,sí,"Interpretar contratos, jornada y documentación laboral debe dominarse antes de Calcular y revisar una nómina.",2026-08-04
AF,AF-BAS-003,AF-LAB-002,prerrequisito,sí,"Operar con porcentajes, reglas de tres e importes debe dominarse antes de Calcular y revisar una nómina.",2026-08-04
AF,AF-BAS-003,AF-FIN-001,prerrequisito,sí,"Operar con porcentajes, reglas de tres e importes debe dominarse antes de Aplicar cálculo financiero.",2026-08-04
AF,AF-OFI-002,AF-FIN-001,prerrequisito,sí,Usar Excel para gestión administrativa debe dominarse antes de Aplicar cálculo financiero.,2026-08-04
AF,AF-FIN-001,AF-FIN-002,prerrequisito,sí,"Aplicar cálculo financiero debe dominarse antes de Gestionar tesorería, financiación y riesgo.",2026-08-04
AF,AF-COM-001,AF-FIN-002,prerrequisito,sí,"Gestionar compras, ventas, facturas y cobros debe dominarse antes de Gestionar tesorería, financiación y riesgo.",2026-08-04
AF,AF-COM-002,AF-CON-001,prerrequisito,sí,Registrar el ciclo contable básico debe dominarse antes de Completar el ciclo contable.,2026-08-04
AF,AF-CON-001,AF-CON-002,prerrequisito,sí,Completar el ciclo contable debe dominarse antes de Gestionar obligaciones fiscales básicas.,2026-08-04
AF,AF-COM-001,AF-CON-002,prerrequisito,sí,"Gestionar compras, ventas, facturas y cobros debe dominarse antes de Gestionar obligaciones fiscales básicas.",2026-08-04
AF,AF-COM-001,AF-LOG-001,prerrequisito,sí,"Gestionar compras, ventas, facturas y cobros debe dominarse antes de Planificar aprovisionamiento e inventario.",2026-08-04
AF,AF-OFI-002,AF-LOG-001,prerrequisito,sí,Usar Excel para gestión administrativa debe dominarse antes de Planificar aprovisionamiento e inventario.,2026-08-04
AF,AF-LOG-001,AF-LOG-002,prerrequisito,sí,Planificar aprovisionamiento e inventario debe dominarse antes de Negociar y controlar compras.,2026-08-04
AF,AF-CLI-001,AF-LOG-002,prerrequisito,sí,"Atender y registrar consultas, quejas y reclamaciones debe dominarse antes de Negociar y controlar compras.",2026-08-04
AF,AF-OFI-003,AF-BI-001,prerrequisito,sí,Automatizar limpieza y consolidación de datos debe dominarse antes de Crear cuadros de mando administrativos y financieros.,2026-08-04
AF,AF-FIN-002,AF-BI-001,prerrequisito,sí,"Gestionar tesorería, financiación y riesgo debe dominarse antes de Crear cuadros de mando administrativos y financieros.",2026-08-04
AF,AF-OFI-003,AF-DIG-001,prerrequisito,sí,Automatizar limpieza y consolidación de datos debe dominarse antes de Automatizar procesos administrativos con control.,2026-08-04
AF,AF-BAS-005,AF-DIG-001,prerrequisito,sí,"Proteger datos, credenciales y documentación debe dominarse antes de Automatizar procesos administrativos con control.",2026-08-04
AF,AF-BAS-004,AF-ENG-001,prerrequisito,sí,Redactar correos y comunicaciones profesionales debe dominarse antes de Gestionar comunicaciones administrativas en inglés.,2026-08-04
AF,AF-OFI-002,AF-EMP-001,prerrequisito,sí,Usar Excel para gestión administrativa debe dominarse antes de Preparar candidatura administrativa.,2026-08-04
AF,AF-CLI-001,AF-EMP-001,prerrequisito,sí,"Atender y registrar consultas, quejas y reclamaciones debe dominarse antes de Preparar candidatura administrativa.",2026-08-04
AF,AF-COM-001,AF-EMP-001,prerrequisito,sí,"Gestionar compras, ventas, facturas y cobros debe dominarse antes de Preparar candidatura administrativa.",2026-08-04
AF,AF-JUR-002,AF-SIM-001,prerrequisito,sí,Preparar trámites de constitución y documentación oficial debe dominarse antes de Gestionar una empresa simulada de forma integrada.,2026-08-04
AF,AF-LAB-002,AF-SIM-001,prerrequisito,sí,Calcular y revisar una nómina debe dominarse antes de Gestionar una empresa simulada de forma integrada.,2026-08-04
AF,AF-CON-002,AF-SIM-001,prerrequisito,sí,Gestionar obligaciones fiscales básicas debe dominarse antes de Gestionar una empresa simulada de forma integrada.,2026-08-04
AF,AF-FIN-002,AF-SIM-001,prerrequisito,sí,"Gestionar tesorería, financiación y riesgo debe dominarse antes de Gestionar una empresa simulada de forma integrada.",2026-08-04
AF,AF-LOG-001,AF-SIM-001,prerrequisito,sí,Planificar aprovisionamiento e inventario debe dominarse antes de Gestionar una empresa simulada de forma integrada.,2026-08-04
AF,AF-SIM-001,AF-PRJ-001,prerrequisito,sí,Gestionar una empresa simulada de forma integrada debe dominarse antes de Diseñar una solución administrativa integral.,2026-08-04
AF,AF-BI-001,AF-PRJ-001,prerrequisito,sí,Crear cuadros de mando administrativos y financieros debe dominarse antes de Diseñar una solución administrativa integral.,2026-08-04
AF,AF-DIG-001,AF-PRJ-001,prerrequisito,sí,Automatizar procesos administrativos con control debe dominarse antes de Diseñar una solución administrativa integral.,2026-08-04
AF,AF-PRJ-001,AF-PRJ-002,prerrequisito,sí,Diseñar una solución administrativa integral debe dominarse antes de Presentar y defender una propuesta administrativa.,2026-08-04
AF,AF-EMP-001,AF-PRJ-002,prerrequisito,sí,Preparar candidatura administrativa debe dominarse antes de Presentar y defender una propuesta administrativa.,2026-08-04
