skill_id,titulo,descripcion,horas_estimadas,criterios_superacion,evidencia_minima,umbral_superacion,aplicable_a,fuente_titulo_url,fuente_curriculo_url,tipo_criterio,ultima_revision
DAM-UI-002,"Aplicar usabilidad, accesibilidad y empaquetado","Evalúa navegación, atajos, mensajes, adaptación y entrega instalable.",18,La aplicación puede usarse con navegación coherente y atajos básicos || Los mensajes permiten corregir errores || Genera un paquete o distribución reproducible,Prueba de usabilidad y artefacto instalable,Tres tareas completadas sin error crítico,formación|proyecto|empleo|oportunidad,https://www.juntadeandalucia.es/educacion/portals/web/formacion-profesional-andaluza/cf-grado-superior-detalle-titulo?backURL=%2Feducacion%2Fportales%2Fweb%2Fformacion-profesional-andaluza%2Fgrado-superior-catalogo-de-titulos&idTitulo=2291,https://www.juntadeandalucia.es/boja/2011/142/20,criterio_operativo_AL_LIO_alineado_al_modulo,2026-08-04
DAM-MOB-001,Crear una aplicación móvil con navegación y estado,"Construye pantallas, navegación, estado, recursos y ciclo de vida en una plataforma móvil.",34,Implementa varias pantallas y navegación || Gestiona estado y ciclo de vida sin pérdida inesperada || Adapta recursos a tamaños y orientaciones,APK o build de prueba con vídeo de uso,Flujos principales funcionan en emulador y dispositivo de prueba,formación|proyecto|empleo|oportunidad,https://www.juntadeandalucia.es/educacion/portals/web/formacion-profesional-andaluza/cf-grado-superior-detalle-titulo?backURL=%2Feducacion%2Fportales%2Fweb%2Fformacion-profesional-andaluza%2Fgrado-superior-catalogo-de-titulos&idTitulo=2291,https://www.juntadeandalucia.es/boja/2011/142/20,criterio_operativo_AL_LIO_alineado_al_modulo,2026-08-04
DAM-MOB-002,"Integrar datos, red y capacidades del dispositivo","Consume APIs, persiste datos y usa permisos o sensores con control de privacidad.",28,"Gestiona conectividad, carga y error || Solicita únicamente permisos necesarios || Mantiene datos locales y sincronización coherente",Aplicación móvil conectada con modo degradado,Sin permisos excesivos ni pérdida de datos en casos probados,formación|proyecto|empleo|oportunidad,https://www.juntadeandalucia.es/educacion/portals/web/formacion-profesional-andaluza/cf-grado-superior-detalle-titulo?backURL=%2Feducacion%2Fportales%2Fweb%2Fformacion-profesional-andaluza%2Fgrado-superior-catalogo-de-titulos&idTitulo=2291,https://www.juntadeandalucia.es/boja/2011/142/20,criterio_operativo_AL_LIO_alineado_al_modulo,2026-08-04
DAM-SP-001,Programar procesos concurrentes de forma segura,"Usa hilos, tareas, sincronización y cancelación evitando bloqueos y condiciones de carrera.",24,"Distingue proceso, hilo y tarea || Sincroniza recursos compartidos justificadamente || Gestiona cancelación, errores y cierre",Programa concurrente con pruebas de carga básica,Sin bloqueos reproducibles ni pérdida de resultados,formación|proyecto|empleo|oportunidad,https://www.juntadeandalucia.es/educacion/portals/web/formacion-profesional-andaluza/cf-grado-superior-detalle-titulo?backURL=%2Feducacion%2Fportales%2Fweb%2Fformacion-profesional-andaluza%2Fgrado-superior-catalogo-de-titulos&idTitulo=2291,https://www.juntadeandalucia.es/boja/2011/142/20,criterio_operativo_AL_LIO_alineado_al_modulo,2026-08-04
DAM-SP-002,Crear servicios de red y comunicación entre aplicaciones,Implementa comunicación cliente-servidor o mensajería con protocolos y errores definidos.,24,Define protocolo o contrato de mensajes || Controla desconexiones y entradas inválidas || Protege datos sensibles en tránsito cuando procede,Cliente y servidor documentados con pruebas,Comunicación estable en casos normales y errores probados,formación|proyecto|empleo|oportunidad,https://www.juntadeandalucia.es/educacion/portals/web/formacion-profesional-andaluza/cf-grado-superior-detalle-titulo?backURL=%2Feducacion%2Fportales%2Fweb%2Fformacion-profesional-andaluza%2Fgrado-superior-catalogo-de-titulos&idTitulo=2291,https://www.juntadeandalucia.es/boja/2011/142/20,criterio_operativo_AL_LIO_alineado_al_modulo,2026-08-04
DAM-ERP-001,Comprender e implantar procesos ERP y CRM,"Modela procesos de negocio y configura módulos, usuarios, permisos y datos maestros.",24,"Representa un proceso empresarial y sus datos || Configura usuarios, roles y flujo básico en un ERP o CRM || Documenta adaptación sin modificar innecesariamente el núcleo",Caso de implantación con proceso y configuración,Flujo completo registrado con roles correctos,formación|proyecto|empleo|oportunidad,https://www.juntadeandalucia.es/educacion/portals/web/formacion-profesional-andaluza/cf-grado-superior-detalle-titulo?backURL=%2Feducacion%2Fportales%2Fweb%2Fformacion-profesional-andaluza%2Fgrado-superior-catalogo-de-titulos&idTitulo=2291,https://www.juntadeandalucia.es/boja/2011/142/20,criterio_operativo_AL_LIO_alineado_al_modulo,2026-08-04
DAM-ERP-002,Extender e integrar un sistema empresarial,"Personaliza informes, automatizaciones o módulos y conecta datos con sistemas externos.",26,"Implementa una extensión aislada y documentada || Integra datos con validación y trazabilidad || Mantiene permisos, actualización y reversión",Módulo o integración de prueba en repositorio,"Instalación, uso y desinstalación documentados",formación|proyecto|empleo|oportunidad,https://www.juntadeandalucia.es/educacion/portals/web/formacion-profesional-andaluza/cf-grado-superior-detalle-titulo?backURL=%2Feducacion%2Fportales%2Fweb%2Fformacion-profesional-andaluza%2Fgrado-superior-catalogo-de-titulos&idTitulo=2291,https://www.juntadeandalucia.es/boja/2011/142/20,criterio_operativo_AL_LIO_alineado_al_modulo,2026-08-04
DAM-ARC-001,Diseñar una arquitectura multiplataforma mantenible,"Selecciona capas, módulos, interfaces, almacenamiento y estrategia de pruebas según requisitos.",24,Las dependencias entre capas están justificadas || Los componentes críticos tienen pruebas || La arquitectura admite cambio de interfaz o persistencia con impacto limitado,"Diagrama de arquitectura, ADR y prueba de concepto",Decisiones trazables y dependencias controladas,formación|proyecto|empleo|oportunidad,https://www.juntadeandalucia.es/educacion/portals/web/formacion-profesional-andaluza/cf-grado-superior-detalle-titulo?backURL=%2Feducacion%2Fportales%2Fweb%2Fformacion-profesional-andaluza%2Fgrado-superior-catalogo-de-titulos&idTitulo=2291,https://www.juntadeandalucia.es/boja/2011/142/20,criterio_operativo_AL_LIO_alineado_al_modulo,2026-08-04
TSAF-BAS-001,"Organizar archivos, formularios y hojas de cálculo","Gestiona documentos de usuarios, sesiones, registros y copias con orden y confidencialidad.",5,Crea una estructura de carpetas por usuario y programa ficticio || Registra datos en una hoja sin duplicados || Explica cómo protege y elimina información sensible,Plantilla organizada con datos ficticios,3 de 3 criterios y sin datos reales,formación|proyecto|empleo|oportunidad,https://www.juntadeandalucia.es/educacion/portals/web/formacion-profesional-andaluza/cf-grado-superior-detalle-titulo?backURL=%2Feducacion%2Fportales%2Fweb%2Fformacion-profesional-andaluza%2Fgrado-superior-catalogo-de-titulos&idTitulo=2491,https://www.juntadeandalucia.es/boja/2018/144/25,criterio_operativo_AL_LIO_alineado_al_modulo,2026-08-04
TSAF-BAS-002,Reconocer anatomía y movimientos fundamentales,"Identifica planos, ejes, articulaciones, grupos musculares y patrones de movimiento básicos.",12,"Identifica articulaciones y grupos musculares en 10 ejercicios || Relaciona plano y eje con movimientos comunes || Distingue patrón de sentadilla, bisagra, empuje, tracción y locomoción",Ficha visual de 10 ejercicios,80 % de identificaciones correctas,formación|proyecto|empleo|oportunidad,https://www.juntadeandalucia.es/educacion/portals/web/formacion-profesional-andaluza/cf-grado-superior-detalle-titulo?backURL=%2Feducacion%2Fportales%2Fweb%2Fformacion-profesional-andaluza%2Fgrado-superior-catalogo-de-titulos&idTitulo=2491,https://www.juntadeandalucia.es/boja/2018/144/25,criterio_operativo_AL_LIO_alineado_al_modulo,2026-08-04
TSAF-BAS-003,Comprender respuestas básicas al ejercicio,"Distingue frecuencia cardiaca, intensidad, fatiga, recuperación, adaptación y señales de alarma.",10,Explica respuesta aguda y adaptación crónica || Calcula zonas orientativas sin presentarlas como diagnóstico || Reconoce señales para detener actividad y derivar,Resumen aplicado a tres perfiles ficticios,Sin recomendaciones clínicas fuera de competencia,formación|proyecto|empleo|oportunidad,https://www.juntadeandalucia.es/educacion/portals/web/formacion-profesional-andaluza/cf-grado-superior-detalle-titulo?backURL=%2Feducacion%2Fportales%2Fweb%2Fformacion-profesional-andaluza%2Fgrado-superior-catalogo-de-titulos&idTitulo=2491,https://www.juntadeandalucia.es/boja/2018/144/25,criterio_operativo_AL_LIO_alineado_al_modulo,2026-08-04
TSAF-BAS-004,Comunicar instrucciones de forma clara y segura,"Da consignas breves, comprueba comprensión y adapta lenguaje a la persona.",6,"Explica un ejercicio en menos de 60 segundos || Incluye objetivo, ejecución, respiración y error principal || Comprueba comprensión mediante demostración",Vídeo de instrucción de dos ejercicios,Consigna comprensible y sin indicaciones inseguras,formación|proyecto|empleo|oportunidad,https://www.juntadeandalucia.es/educacion/portals/web/formacion-profesional-andaluza/cf-grado-superior-detalle-titulo?backURL=%2Feducacion%2Fportales%2Fweb%2Fformacion-profesional-andaluza%2Fgrado-superior-catalogo-de-titulos&idTitulo=2491,https://www.juntadeandalucia.es/boja/2018/144/25,criterio_operativo_AL_LIO_alineado_al_modulo,2026-08-04
TSAF-BAS-005,"Distinguir alcance profesional, derivación y consentimiento","Reconoce límites del TSAF, evita diagnóstico y obtiene consentimiento para datos, imágenes y pruebas.",5,"Diferencia entrenamiento, valoración funcional y diagnóstico clínico || Identifica cuándo detener y derivar || Usa un consentimiento sencillo para grabación o datos",Checklist de límites y consentimiento ficticio,Sin invadir competencias sanitarias,formación|proyecto|empleo|oportunidad,https://www.juntadeandalucia.es/educacion/portals/web/formacion-profesional-andaluza/cf-grado-superior-detalle-titulo?backURL=%2Feducacion%2Fportales%2Fweb%2Fformacion-profesional-andaluza%2Fgrado-superior-catalogo-de-titulos&idTitulo=2491,https://www.juntadeandalucia.es/boja/2018/144/25,criterio_operativo_AL_LIO_alineado_al_modulo,2026-08-04
TSAF-VAL-001,Realizar entrevista inicial y cribado básico,"Recoge objetivos, experiencia, disponibilidad, antecedentes declarados y señales que requieren derivación.",14,Formula preguntas relevantes sin convertirlas en historia clínica || Identifica riesgos y contraindicaciones declaradas || Documenta consentimiento y límites,Formulario inicial ficticio y decisión razonada,Todos los riesgos críticos tratados,formación|proyecto|empleo|oportunidad,https://www.juntadeandalucia.es/educacion/portals/web/formacion-profesional-andaluza/cf-grado-superior-detalle-titulo?backURL=%2Feducacion%2Fportales%2Fweb%2Fformacion-profesional-andaluza%2Fgrado-superior-catalogo-de-titulos&idTitulo=2491,https://www.juntadeandalucia.es/boja/2018/144/25,criterio_operativo_AL_LIO_alineado_al_modulo,2026-08-04
TSAF-VAL-002,Aplicar pruebas básicas de condición física,"Selecciona y ejecuta pruebas de fuerza, resistencia, movilidad y composición dentro de protocolos.",24,"Elige pruebas coherentes con objetivo y perfil || Estandariza calentamiento, material y registro || Interpreta resultados sin diagnosticar",Informe de batería de pruebas con datos ficticios o propios,Protocolo reproducible y conclusiones prudentes,formación|proyecto|empleo|oportunidad,https://www.juntadeandalucia.es/educacion/portals/web/formacion-profesional-andaluza/cf-grado-superior-detalle-titulo?backURL=%2Feducacion%2Fportales%2Fweb%2Fformacion-profesional-andaluza%2Fgrado-superior-catalogo-de-titulos&idTitulo=2491,https://www.juntadeandalucia.es/boja/2018/144/25,criterio_operativo_AL_LIO_alineado_al_modulo,2026-08-04
TSAF-VAL-003,Registrar y analizar evolución,"Organiza datos, compara mediciones y comunica tendencias con incertidumbre.",14,"Calcula cambios y tendencias correctamente || Diferencia medición, interpretación y recomendación || Presenta datos comprensibles para la persona usuaria",Dashboard o informe de evolución,Cálculos correctos y sin promesas no justificadas,formación|proyecto|empleo|oportunidad,https://www.juntadeandalucia.es/educacion/portals/web/formacion-profesional-andaluza/cf-grado-superior-detalle-titulo?backURL=%2Feducacion%2Fportales%2Fweb%2Fformacion-profesional-andaluza%2Fgrado-superior-catalogo-de-titulos&idTitulo=2491,https://www.juntadeandalucia.es/boja/2018/144/25,criterio_operativo_AL_LIO_alineado_al_modulo,2026-08-04
TSAF-AUX-001,Actuar ante una emergencia y activar ayuda,"Aplica conducta PAS, valoración inicial, llamada a emergencias y actuación básica hasta relevo.",14,Protege la escena y evita riesgos añadidos || Activa ayuda con información completa || Mantiene actuación dentro de formación y protocolo,Simulación guiada de tres escenarios,Secuencia correcta sin omitir activación de emergencias,formación|proyecto|empleo|oportunidad,https://www.juntadeandalucia.es/educacion/portals/web/formacion-profesional-andaluza/cf-grado-superior-detalle-titulo?backURL=%2Feducacion%2Fportales%2Fweb%2Fformacion-profesional-andaluza%2Fgrado-superior-catalogo-de-titulos&idTitulo=2491,https://www.juntadeandalucia.es/boja/2018/144/25,criterio_operativo_AL_LIO_alineado_al_modulo,2026-08-04
TSAF-AUX-002,Aplicar RCP básica y DEA,"Reconoce parada, inicia RCP y usa DEA conforme a formación práctica acreditada.",10,Reconoce ausencia de respuesta y respiración normal || Mantiene secuencia y calidad básica de compresiones en simulación || Usa DEA siguiendo instrucciones y seguridad,Certificado práctico o evaluación presencial registrada,Superación práctica por entidad formadora,formación|proyecto|empleo|oportunidad,https://www.juntadeandalucia.es/educacion/portals/web/formacion-profesional-andaluza/cf-grado-superior-detalle-titulo?backURL=%2Feducacion%2Fportales%2Fweb%2Fformacion-profesional-andaluza%2Fgrado-superior-catalogo-de-titulos&idTitulo=2491,https://www.juntadeandalucia.es/boja/2018/144/25,criterio_operativo_AL_LIO_alineado_al_modulo,2026-08-04
TSAF-FIT-001,Seleccionar ejercicios y enseñar técnica,"Elige ejercicios por objetivo, nivel, material y limitaciones y aplica regresiones o progresiones.",26,Demuestra técnica y errores frecuentes || Propone al menos una regresión y una progresión || Justifica selección según objetivo y seguridad,Biblioteca de 20 ejercicios con fichas,80 % de fichas completas y seguras,formación|proyecto|empleo|oportunidad,https://www.juntadeandalucia.es/educacion/portals/web/formacion-profesional-andaluza/cf-grado-superior-detalle-titulo?backURL=%2Feducacion%2Fportales%2Fweb%2Fformacion-profesional-andaluza%2Fgrado-superior-catalogo-de-titulos&idTitulo=2491,https://www.juntadeandalucia.es/boja/2018/144/25,criterio_operativo_AL_LIO_alineado_al_modulo,2026-08-04
TSAF-FIT-002,"Programar fuerza, resistencia y movilidad","Define objetivos, frecuencia, volumen, intensidad, descansos y progresión a partir de valoración.",34,"Formula objetivos medibles || Ajusta carga y volumen al nivel || Incluye progresión, recuperación y revisión",Programa de 8 semanas para caso ficticio,"Coherencia entre valoración, objetivo y cargas",formación|proyecto|empleo|oportunidad,https://www.juntadeandalucia.es/educacion/portals/web/formacion-profesional-andaluza/cf-grado-superior-detalle-titulo?backURL=%2Feducacion%2Fportales%2Fweb%2Fformacion-profesional-andaluza%2Fgrado-superior-catalogo-de-titulos&idTitulo=2491,https://www.juntadeandalucia.es/boja/2018/144/25,criterio_operativo_AL_LIO_alineado_al_modulo,2026-08-04
TSAF-FIT-003,Dirigir y adaptar una sesión individual,"Gestiona calentamiento, bloque principal, vuelta a la calma, observación y ajustes en tiempo real.",18,"Mantiene estructura y tiempo de sesión || Corrige sin saturar de consignas || Adapta ante fatiga, dolor declarado o material no disponible",Vídeo o registro de sesión completa,Objetivo cumplido sin incidentes ni improvisación insegura,formación|proyecto|empleo|oportunidad,https://www.juntadeandalucia.es/educacion/portals/web/formacion-profesional-andaluza/cf-grado-superior-detalle-titulo?backURL=%2Feducacion%2Fportales%2Fweb%2Fformacion-profesional-andaluza%2Fgrado-superior-catalogo-de-titulos&idTitulo=2491,https://www.juntadeandalucia.es/boja/2018/144/25,criterio_operativo_AL_LIO_alineado_al_modulo,2026-08-04
TSAF-MUS-001,"Comprender ritmo, frase musical y estructura de sesión","Relaciona música, bloques, intensidad, pasos y seguridad.",18,"Cuenta tiempos y frases musicales || Diseña calentamiento, bloque principal y vuelta a la calma || Controla intensidad y transiciones",Guion musical y vídeo de 10 minutos,Ritmo y transiciones coherentes,formación|proyecto|empleo|oportunidad,https://www.juntadeandalucia.es/educacion/portals/web/formacion-profesional-andaluza/cf-grado-superior-detalle-titulo?backURL=%2Feducacion%2Fportales%2Fweb%2Fformacion-profesional-andaluza%2Fgrado-superior-catalogo-de-titulos&idTitulo=2491,https://www.juntadeandalucia.es/boja/2018/144/25,criterio_operativo_AL_LIO_alineado_al_modulo,2026-08-04
TSAF-MUS-002,Diseñar coreografías por niveles,"Construye secuencias progresivas, simétricas y adaptables a diferentes competencias motrices.",24,"La secuencia puede enseñarse por capas || Incluye opciones de menor y mayor impacto || Mantiene seguridad, intensidad y orientación espacial",Coreografía de 15 minutos con progresiones,Participante novel puede seguir la versión básica,formación|proyecto|empleo|oportunidad,https://www.juntadeandalucia.es/educacion/portals/web/formacion-profesional-andaluza/cf-grado-superior-detalle-titulo?backURL=%2Feducacion%2Fportales%2Fweb%2Fformacion-profesional-andaluza%2Fgrado-superior-catalogo-de-titulos&idTitulo=2491,https://www.juntadeandalucia.es/boja/2018/144/25,criterio_operativo_AL_LIO_alineado_al_modulo,2026-08-04
TSAF-MUS-003,Dirigir una clase grupal especializada,"Gestiona voz, demostración, motivación, posicionamiento, seguridad y control del grupo.",20,Da consignas anticipadas y visibles || Controla al grupo y corrige sin detener innecesariamente || Adapta intensidad y observa signos de fatiga,Vídeo de clase de 20 minutos,"Clase fluida, segura y comprensible",formación|proyecto|empleo|oportunidad,https://www.juntadeandalucia.es/educacion/portals/web/formacion-profesional-andaluza/cf-grado-superior-detalle-titulo?backURL=%2Feducacion%2Fportales%2Fweb%2Fformacion-profesional-andaluza%2Fgrado-superior-catalogo-de-titulos&idTitulo=2491,https://www.juntadeandalucia.es/boja/2018/144/25,criterio_operativo_AL_LIO_alineado_al_modulo,2026-08-04
TSAF-AQU-001,Aplicar propiedades del medio acuático al ejercicio,"Comprende flotación, resistencia, profundidad, temperatura y seguridad de instalación.",16,Relaciona propiedades del agua con carga y estabilidad || Selecciona profundidad y material adecuados || Identifica riesgos y protocolo de instalación,Ficha técnica de 12 ejercicios acuáticos,Ejercicios y condiciones coherentes,formación|proyecto|empleo|oportunidad,https://www.juntadeandalucia.es/educacion/portals/web/formacion-profesional-andaluza/cf-grado-superior-detalle-titulo?backURL=%2Feducacion%2Fportales%2Fweb%2Fformacion-profesional-andaluza%2Fgrado-superior-catalogo-de-titulos&idTitulo=2491,https://www.juntadeandalucia.es/boja/2018/144/25,criterio_operativo_AL_LIO_alineado_al_modulo,2026-08-04
TSAF-AQU-002,Programar y dirigir una sesión acuática,"Diseña una sesión con objetivos, intensidad, material, transiciones y adaptaciones.",24,"Programa calentamiento, trabajo y vuelta a la calma || Adapta ejercicios a nivel y confianza acuática || Mantiene control visual y seguridad",Sesión acuática documentada y simulada,Objetivo e intensidad coherentes y protocolo completo,formación|proyecto|empleo|oportunidad,https://www.juntadeandalucia.es/educacion/portals/web/formacion-profesional-andaluza/cf-grado-superior-detalle-titulo?backURL=%2Feducacion%2Fportales%2Fweb%2Fformacion-profesional-andaluza%2Fgrado-superior-catalogo-de-titulos&idTitulo=2491,https://www.juntadeandalucia.es/boja/2018/144/25,criterio_operativo_AL_LIO_alineado_al_modulo,2026-08-04
TSAF-HID-001,Diseñar actividades de movilidad y bienestar en agua,Aplica técnicas de hidrocinesia dentro del protocolo y límites profesionales.,22,Selecciona tareas de movilidad y relajación adecuadas || Evita afirmaciones terapéuticas no respaldadas || Define criterios de seguridad y derivación,Programa de 4 sesiones para caso ficticio,Objetivos funcionales y límites expresados,formación|proyecto|empleo|oportunidad,https://www.juntadeandalucia.es/educacion/portals/web/formacion-profesional-andaluza/cf-grado-superior-detalle-titulo?backURL=%2Feducacion%2Fportales%2Fweb%2Fformacion-profesional-andaluza%2Fgrado-superior-catalogo-de-titulos&idTitulo=2491,https://www.juntadeandalucia.es/boja/2018/144/25,criterio_operativo_AL_LIO_alineado_al_modulo,2026-08-04
TSAF-POS-001,Analizar patrones posturales y funcionales sin diagnosticar,"Observa ejecución, movilidad y control y propone trabajo general o derivación.",18,"Describe observaciones sin emitir diagnóstico || Relaciona tarea, carga y control motor || Deriva ante dolor o signos fuera de competencia",Informe funcional con lenguaje prudente,Sin diagnósticos y con decisiones justificadas,formación|proyecto|empleo|oportunidad,https://www.juntadeandalucia.es/educacion/portals/web/formacion-profesional-andaluza/cf-grado-superior-detalle-titulo?backURL=%2Feducacion%2Fportales%2Fweb%2Fformacion-profesional-andaluza%2Fgrado-superior-catalogo-de-titulos&idTitulo=2491,https://www.juntadeandalucia.es/boja/2018/144/25,criterio_operativo_AL_LIO_alineado_al_modulo,2026-08-04
TSAF-POS-002,"Programar movilidad, estabilidad y mantenimiento funcional","Diseña sesiones orientadas a autonomía, control y adherencia.",24,Prioriza tareas según necesidad funcional || Incluye progresiones y criterios de parada || Evalúa adherencia y evolución,Programa de 6 semanas con sesiones y registro,"Coherencia entre observación, objetivo y progresión",formación|proyecto|empleo|oportunidad,https://www.juntadeandalucia.es/educacion/portals/web/formacion-profesional-andaluza/cf-grado-superior-detalle-titulo?backURL=%2Feducacion%2Fportales%2Fweb%2Fformacion-profesional-andaluza%2Fgrado-superior-catalogo-de-titulos&idTitulo=2491,https://www.juntadeandalucia.es/boja/2018/144/25,criterio_operativo_AL_LIO_alineado_al_modulo,2026-08-04
TSAF-ESP-001,Adaptar actividad a personas mayores y colectivos diversos,"Ajusta comunicación, entorno, dosis y ejercicios a capacidad, objetivos y accesibilidad.",20,Identifica barreras y apoyos necesarios || Propone regresiones y control de fatiga || Mantiene participación y dignidad de la persona,Sesión adaptada para dos perfiles ficticios,Adaptaciones concretas y seguras,formación|proyecto|empleo|oportunidad,https://www.juntadeandalucia.es/educacion/portals/web/formacion-profesional-andaluza/cf-grado-superior-detalle-titulo?backURL=%2Feducacion%2Fportales%2Fweb%2Fformacion-profesional-andaluza%2Fgrado-superior-catalogo-de-titulos&idTitulo=2491,https://www.juntadeandalucia.es/boja/2018/144/25,criterio_operativo_AL_LIO_alineado_al_modulo,2026-08-04
TSAF-SOC-001,"Gestionar comunicación, motivación y conflictos","Escucha, establece límites, da feedback y maneja incidencias con usuarios o equipos.",18,Realiza escucha activa y reformulación || Da feedback específico sin descalificar || Propone una respuesta profesional a conflicto o queja,Role-play documentado de tres situaciones,"Respuestas claras, respetuosas y orientadas a solución",formación|proyecto|empleo|oportunidad,https://www.juntadeandalucia.es/educacion/portals/web/formacion-profesional-andaluza/cf-grado-superior-detalle-titulo?backURL=%2Feducacion%2Fportales%2Fweb%2Fformacion-profesional-andaluza%2Fgrado-superior-catalogo-de-titulos&idTitulo=2491,https://www.juntadeandalucia.es/boja/2018/144/25,criterio_operativo_AL_LIO_alineado_al_modulo,2026-08-04
TSAF-GES-001,"Organizar recursos, calidad y seguridad de una instalación","Revisa equipamiento, accesibilidad, mantenimiento, aforo, incidencias y calidad del servicio.",18,Completa inspección de seguridad y accesibilidad || Define procedimiento de incidencia y mantenimiento || Propone indicadores de calidad y satisfacción,Auditoría de instalación real o simulada,Riesgos críticos identificados y plan de acción,formación|proyecto|empleo|oportunidad,https://www.juntadeandalucia.es/educacion/portals/web/formacion-profesional-andaluza/cf-grado-superior-detalle-titulo?backURL=%2Feducacion%2Fportales%2Fweb%2Fformacion-profesional-andaluza%2Fgrado-superior-catalogo-de-titulos&idTitulo=2491,https://www.juntadeandalucia.es/boja/2018/144/25,criterio_operativo_AL_LIO_alineado_al_modulo,2026-08-04
TSAF-GES-002,Diseñar y ejecutar un evento de actividad física,"Define objetivo, público, programa, recursos, permisos, seguridad, comunicación y evaluación.",26,"Cronograma, roles y recursos están definidos || Existe plan de seguridad y contingencia || Se mide participación, satisfacción y resultados",Dossier completo de evento,"Plan viable, seguro y evaluable",formación|proyecto|empleo|oportunidad,https://www.juntadeandalucia.es/educacion/portals/web/formacion-profesional-andaluza/cf-grado-superior-detalle-titulo?backURL=%2Feducacion%2Fportales%2Fweb%2Fformacion-profesional-andaluza%2Fgrado-superior-catalogo-de-titulos&idTitulo=2491,https://www.juntadeandalucia.es/boja/2018/144/25,criterio_operativo_AL_LIO_alineado_al_modulo,2026-08-04
TSAF-DIG-001,Usar tecnología y datos en seguimiento sin invadir privacidad,"Selecciona apps, wearables y software, interpreta limitaciones y protege información.",14,"Diferencia dato medido, estimado e inferido || Configura privacidad y minimización de datos || Justifica herramienta según objetivo y usuario",Comparativa de dos herramientas con protocolo de uso,"Incluye límites, privacidad y decisión razonada",formación|proyecto|empleo|oportunidad,https://www.juntadeandalucia.es/educacion/portals/web/formacion-profesional-andaluza/cf-grado-superior-detalle-titulo?backURL=%2Feducacion%2Fportales%2Fweb%2Fformacion-profesional-andaluza%2Fgrado-superior-catalogo-de-titulos&idTitulo=2491,https://www.juntadeandalucia.es/boja/2018/144/25,criterio_operativo_AL_LIO_alineado_al_modulo,2026-08-04
TSAF-SUS-001,Aplicar sostenibilidad a servicios deportivos,"Reduce consumos, residuos, barreras y desplazamientos y mejora mantenimiento y acceso.",8,Identifica impactos de una instalación o evento || Propone tres medidas medibles || Incluye impacto social y accesibilidad,Plan de mejora sostenible,Tres acciones con indicador y responsable,formación|proyecto|empleo|oportunidad,https://www.juntadeandalucia.es/educacion/portals/web/formacion-profesional-andaluza/cf-grado-superior-detalle-titulo?backURL=%2Feducacion%2Fportales%2Fweb%2Fformacion-profesional-andaluza%2Fgrado-superior-catalogo-de-titulos&idTitulo=2491,https://www.juntadeandalucia.es/boja/2018/144/25,criterio_operativo_AL_LIO_alineado_al_modulo,2026-08-04
TSAF-ENG-001,Comprender instrucciones y recursos profesionales en inglés,"Lee protocolos, fichas técnicas y mensajes y comunica consignas básicas.",14,Resume un protocolo en español || Da instrucciones básicas de ejercicio en inglés || Redacta un mensaje profesional breve,Ficha bilingüe de una sesión,Comprensible y sin errores que comprometan seguridad,formación|proyecto|empleo|oportunidad,https://www.juntadeandalucia.es/educacion/portals/web/formacion-profesional-andaluza/cf-grado-superior-detalle-titulo?backURL=%2Feducacion%2Fportales%2Fweb%2Fformacion-profesional-andaluza%2Fgrado-superior-catalogo-de-titulos&idTitulo=2491,https://www.juntadeandalucia.es/boja/2018/144/25,criterio_operativo_AL_LIO_alineado_al_modulo,2026-08-04
TSAF-EMP-001,Preparar candidatura profesional en fitness y deporte,"Analiza funciones, límites, atención al cliente, componente comercial y evidencias requeridas.",18,CV adaptado a un puesto real || Portfolio con dos sesiones y una valoración ficticia || Matriz de requisitos y límites profesionales,"CV, portfolio y matriz de brechas",Documentos adaptados y sin atribuciones profesionales incorrectas,empleo|prácticas|bolsa|formación_en_empresa,https://www.juntadeandalucia.es/educacion/portals/web/formacion-profesional-andaluza/cf-grado-superior-detalle-titulo?backURL=%2Feducacion%2Fportales%2Fweb%2Fformacion-profesional-andaluza%2Fgrado-superior-catalogo-de-titulos&idTitulo=2491,https://www.juntadeandalucia.es/boja/2018/144/25,criterio_operativo_AL_LIO_alineado_al_modulo,2026-08-04
TSAF-PRJ-001,Crear un programa integral de acondicionamiento físico,"Integra análisis de población, valoración, programación, seguridad, recursos, evaluación y comunicación.",50,"Define población, necesidad y límites || Programa sesiones y evaluación coherentes || Incluye seguridad, recursos, privacidad y calidad","Memoria, sesiones, instrumentos y presentación",Todos los bloques conectados y aplicables,formación|proyecto|empleo|oportunidad,https://www.juntadeandalucia.es/educacion/portals/web/formacion-profesional-andaluza/cf-grado-superior-detalle-titulo?backURL=%2Feducacion%2Fportales%2Fweb%2Fformacion-profesional-andaluza%2Fgrado-superior-catalogo-de-titulos&idTitulo=2491,https://www.juntadeandalucia.es/boja/2018/144/25,criterio_operativo_AL_LIO_alineado_al_modulo,2026-08-04
